episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full,policy_name,policy_label,gini_score
,500030,need_based,Need-based,,0.0,28.75,,160,32.0,19,23.5,39,20,28.75,2,26,161,12,4,0,2,1,0,1,random_feasible,Uniform random feasible,0.125
,500030,cooperative,Cooperative,,0.0,19.700000000000003,,123,24.6,5,8.0,57,52,19.700000000000003,1,27,226,12,4,0,2,1,0,1,random_feasible,Uniform random feasible,0.39349593495934965
,500030,hoarding,Hoarding,,0.0,18.9,,116,23.2,6,6.0,49,43,18.9,3,25,92,12,3,0,2,2,0,1,random_feasible,Uniform random feasible,0.3896551724137931
,500030,mixed,Mixed,,0.0,18.450000000000003,,118,23.6,3,3.0,39,36,18.450000000000003,1,27,150,11,4,0,3,1,0,1,random_feasible,Uniform random feasible,0.3627118644067797
,500030,need_based_to_competitive,Need-based → competitive,10.0,0.0,21.35,,124,24.8,11,15.0,39,28,21.35,2,26,123,12,4,0,2,1,0,1,random_feasible,Uniform random feasible,0.22580645161290325
,500030,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.15,,116,23.2,11,12.5,47,36,20.15,1,27,125,12,4,0,1,2,0,1,random_feasible,Uniform random feasible,0.28620689655172415
,500031,need_based,Need-based,,0.0,18.9,,106,21.2,12,13.0,34,22,18.9,2,26,81,12,2,0,3,2,0,1,random_feasible,Uniform random feasible,0.21132075471698109
,500031,cooperative,Cooperative,,0.0,20.15,,111,22.2,14,15.5,32,18,20.15,1,27,135,12,2,0,3,2,0,1,random_feasible,Uniform random feasible,0.15495495495495493
,500031,hoarding,Hoarding,,0.0,12.0,,70,14.0,6,7.5,22,16,12.0,3,25,51,11,4,0,3,1,0,1,random_feasible,Uniform random feasible,0.25142857142857156
,500031,mixed,Mixed,,0.0,15.899999999999999,,96,19.2,6,9.0,27,21,15.899999999999999,3,25,87,12,2,0,4,1,0,1,random_feasible,Uniform random feasible,0.2333333333333334
,500031,need_based_to_competitive,Need-based → competitive,10.0,0.0,15.600000000000001,,89,17.8,9,9.0,29,20,15.600000000000001,2,26,46,12,2,0,3,2,0,1,random_feasible,Uniform random feasible,0.2516853932584271
,500031,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.0,,85,17.0,9,10.5,32,23,15.0,4,24,112,12,3,0,2,2,0,1,random_feasible,Uniform random feasible,0.25411764705882356
,500032,need_based,Need-based,,0.0,25.700000000000003,,148,29.6,14,16.5,52,38,25.700000000000003,2,26,270,13,1,3,1,1,1,0,random_feasible,Uniform random feasible,0.2567567567567568
,500032,cooperative,Cooperative,,0.0,19.35,,119,23.8,6,10.0,45,39,19.35,2,26,225,13,1,3,1,1,1,0,random_feasible,Uniform random feasible,0.3260504201680672
,500032,hoarding,Hoarding,,0.0,15.649999999999999,,96,19.2,5,9.0,36,31,15.649999999999999,2,25,77,10,5,1,3,1,0,0,random_feasible,Uniform random feasible,0.2958333333333334
,500032,mixed,Mixed,,0.0,21.950000000000003,,128,25.6,11,18.0,39,28,21.950000000000003,3,25,129,12,4,1,1,1,1,0,random_feasible,Uniform random feasible,0.18437499999999996
,500032,need_based_to_competitive,Need-based → competitive,10.0,0.0,25.85,,149,29.8,14,20.0,49,35,25.85,4,24,171,13,2,2,1,1,1,0,random_feasible,Uniform random feasible,0.19865771812080535
,500032,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.15,,96,19.2,11,11.0,44,33,17.15,1,27,135,12,1,3,2,1,1,0,random_feasible,Uniform random feasible,0.30000000000000004
,500033,need_based,Need-based,,0.0,22.200000000000003,,138,27.6,6,12.5,54,48,22.200000000000003,3,25,147,11,7,1,0,1,0,0,random_feasible,Uniform random feasible,0.310144927536232
,500033,cooperative,Cooperative,,0.0,18.35,,104,20.8,11,14.0,31,20,18.35,2,26,226,12,6,1,0,1,0,0,random_feasible,Uniform random feasible,0.18461538461538463
,500033,hoarding,Hoarding,,0.0,19.950000000000003,,113,22.6,12,12.5,52,40,19.950000000000003,1,27,86,9,7,2,0,1,1,0,random_feasible,Uniform random feasible,0.31504424778761075
,500033,mixed,Mixed,,0.0,23.9,,131,26.2,17,18.0,41,24,23.9,1,27,152,10,9,1,0,0,0,0,random_feasible,Uniform random feasible,0.18625954198473282
,500033,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.65,,121,24.2,6,10.0,60,54,19.65,2,26,153,10,7,1,0,1,1,0,random_feasible,Uniform random feasible,0.39008264462809916
,500033,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,10.649999999999999,,66,13.2,3,4.5,23,20,10.649999999999999,1,27,106,11,6,1,1,1,0,0,random_feasible,Uniform random feasible,0.34545454545454546
,500034,need_based,Need-based,,0.0,27.4,,146,29.2,22,23.5,33,11,27.4,1,27,143,10,2,0,5,0,3,0,random_feasible,Uniform random feasible,0.08219178082191791
,500034,cooperative,Cooperative,,0.0,25.700000000000003,,143,28.6,17,19.5,44,27,25.700000000000003,1,27,190,10,2,0,5,0,3,0,random_feasible,Uniform random feasible,0.18181818181818188
,500034,hoarding,Hoarding,,0.0,22.85,,134,26.8,11,11.5,49,38,22.85,3,25,89,10,5,0,2,0,3,0,random_feasible,Uniform random feasible,0.28955223880597014
,500034,mixed,Mixed,,0.0,21.799999999999997,,122,24.4,14,16.0,43,29,21.799999999999997,3,25,117,12,4,0,2,0,2,0,random_feasible,Uniform random feasible,0.21311475409836067
,500034,need_based_to_competitive,Need-based → competitive,10.0,0.0,21.049999999999997,,117,23.4,14,17.0,31,17,21.049999999999997,4,24,121,11,2,0,5,0,2,0,random_feasible,Uniform random feasible,0.14017094017094012
,500034,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.950000000000003,,118,23.6,9,14.5,34,25,19.950000000000003,3,25,121,9,4,1,3,0,3,0,random_feasible,Uniform random feasible,0.19661016949152543
,500035,need_based,Need-based,,0.0,34.55,,182,36.4,29,29.5,50,21,34.55,1,27,137,11,2,0,4,0,3,0,random_feasible,Uniform random feasible,0.10989010989010994
,500035,cooperative,Cooperative,,0.0,23.9,,131,26.2,17,17.5,44,27,23.9,3,25,157,12,3,0,3,0,2,0,random_feasible,Uniform random feasible,0.20152671755725193
,500035,hoarding,Hoarding,,0.0,22.25,,120,24.0,17,17.0,39,22,22.25,1,27,99,11,2,0,4,0,3,0,random_feasible,Uniform random feasible,0.18333333333333335
,500035,mixed,Mixed,,0.0,16.049999999999997,,92,18.4,9,9.0,36,27,16.049999999999997,2,26,97,11,3,0,4,0,2,0,random_feasible,Uniform random feasible,0.27826086956521734
,500035,need_based_to_competitive,Need-based → competitive,10.0,0.0,29.200000000000003,,158,31.6,22,24.5,49,27,29.200000000000003,1,27,115,11,2,0,4,0,3,0,random_feasible,Uniform random feasible,0.14430379746835453
,500035,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.1,,114,22.8,12,14.5,33,21,20.1,1,27,118,10,3,0,6,0,1,0,random_feasible,Uniform random feasible,0.1929824561403508
,500036,need_based,Need-based,,0.0,28.450000000000003,,148,29.6,25,25.0,37,12,28.450000000000003,3,25,163,11,3,1,5,0,0,0,random_feasible,Uniform random feasible,0.09189189189189184
,500036,cooperative,Cooperative,,0.0,25.9,,136,27.2,22,24.0,30,8,25.9,2,26,186,10,3,1,5,0,1,0,random_feasible,Uniform random feasible,0.05882352941176472
,500036,hoarding,Hoarding,,0.0,9.3,,52,10.4,6,6.0,20,14,9.3,3,25,42,11,2,1,4,0,2,0,random_feasible,Uniform random feasible,0.25384615384615383
,500036,mixed,Mixed,,0.0,20.4,,116,23.2,12,13.0,36,24,20.4,3,25,117,11,4,1,2,0,2,0,random_feasible,Uniform random feasible,0.23793103448275876
,500036,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.6,,109,21.8,17,18.0,27,10,20.6,1,27,111,11,3,1,4,0,1,0,random_feasible,Uniform random feasible,0.09174311926605516
,500036,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,23.299999999999997,,127,25.4,17,21.0,31,14,23.299999999999997,2,26,120,10,3,1,5,0,1,0,random_feasible,Uniform random feasible,0.09448818897637801
,500037,need_based,Need-based,,0.0,33.099999999999994,,179,35.8,25,27.5,52,27,33.099999999999994,2,25,163,13,2,1,2,0,1,1,random_feasible,Uniform random feasible,0.1407821229050279
,500037,cooperative,Cooperative,,0.0,22.4,,126,25.2,14,16.5,36,22,22.4,1,26,196,11,4,1,3,0,0,1,random_feasible,Uniform random feasible,0.19047619047619047
,500037,hoarding,Hoarding,,0.0,22.1,,119,23.8,17,18.0,39,22,22.1,1,26,75,11,3,2,2,0,1,1,random_feasible,Uniform random feasible,0.15798319327731103
,500037,mixed,Mixed,,0.0,18.049999999999997,,97,19.4,14,14.0,29,15,18.049999999999997,1,26,100,12,3,1,3,0,0,1,random_feasible,Uniform random feasible,0.14845360824742282
,500037,need_based_to_competitive,Need-based → competitive,10.0,0.0,27.5,,160,32.0,14,22.0,50,36,27.5,3,24,136,13,2,1,2,0,1,1,random_feasible,Uniform random feasible,0.1875
,500037,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.85,,119,23.8,12,13.0,47,35,20.85,1,26,141,12,3,1,3,0,0,1,random_feasible,Uniform random feasible,0.2890756302521009
,500038,need_based,Need-based,,0.0,19.65,,111,22.2,12,13.0,41,29,19.65,3,25,167,12,3,2,1,0,2,0,random_feasible,Uniform random feasible,0.23783783783783785
,500038,cooperative,Cooperative,,0.0,24.200000000000003,,138,27.6,14,18.0,50,36,24.200000000000003,1,27,202,12,2,2,2,0,2,0,random_feasible,Uniform random feasible,0.22318840579710142
,500038,hoarding,Hoarding,,0.0,24.700000000000003,,128,25.6,22,23.5,28,6,24.700000000000003,3,25,85,10,4,1,2,1,2,0,random_feasible,Uniform random feasible,0.046875
,500038,mixed,Mixed,,0.0,26.35,,144,28.8,19,21.5,41,22,26.35,2,26,146,12,2,2,1,1,2,0,random_feasible,Uniform random feasible,0.1416666666666666
,500038,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.450000000000003,,113,22.6,14,14.5,41,27,20.450000000000003,3,25,137,12,3,2,1,0,2,0,random_feasible,Uniform random feasible,0.23008849557522137
,500038,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,26.200000000000003,,148,29.6,16,19.0,43,27,26.200000000000003,4,24,176,13,2,2,2,0,1,0,random_feasible,Uniform random feasible,0.1837837837837839
,500039,need_based,Need-based,,0.0,15.0,,90,18.0,6,7.5,31,25,15.0,4,24,97,13,4,0,0,1,2,0,random_feasible,Uniform random feasible,0.288888888888889
,500039,cooperative,Cooperative,,0.0,12.899999999999999,,81,16.2,3,6.0,30,27,12.899999999999999,2,26,144,12,4,1,1,1,1,0,random_feasible,Uniform random feasible,0.33086419753086416
,500039,hoarding,Hoarding,,0.0,11.399999999999999,,66,13.2,6,6.0,28,22,11.399999999999999,2,26,45,10,5,1,1,1,2,0,random_feasible,Uniform random feasible,0.3333333333333335
,500039,mixed,Mixed,,0.0,16.5,,105,21.0,3,10.5,37,34,16.5,4,24,94,13,4,0,0,1,2,0,random_feasible,Uniform random feasible,0.29333333333333345
,500039,need_based_to_competitive,Need-based → competitive,10.0,0.0,10.5,,60,12.0,6,7.0,17,11,10.5,4,24,65,12,4,1,1,1,1,0,random_feasible,Uniform random feasible,0.20666666666666678
,500039,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,9.75,,60,12.0,3,4.0,22,19,9.75,4,24,102,12,5,0,1,1,1,0,random_feasible,Uniform random feasible,0.3533333333333333
,500040,need_based,Need-based,,0.0,26.049999999999997,,142,28.4,19,20.5,39,20,26.049999999999997,3,25,166,13,1,0,3,0,2,1,random_feasible,Uniform random feasible,0.15492957746478875
,500040,cooperative,Cooperative,,0.0,29.200000000000003,,163,32.6,19,23.0,44,25,29.200000000000003,4,24,149,12,1,0,5,0,1,1,random_feasible,Uniform random feasible,0.14969325153374236
,500040,hoarding,Hoarding,,0.0,14.45,,78,15.6,11,11.5,21,10,14.45,3,25,58,12,1,0,4,0,2,1,random_feasible,Uniform random feasible,0.14358974358974352
,500040,mixed,Mixed,,0.0,23.9,,131,26.2,17,18.0,36,19,23.9,3,25,89,13,1,0,3,0,2,1,random_feasible,Uniform random feasible,0.1618320610687023
,500040,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.85,,119,23.8,12,13.0,43,31,20.85,3,25,118,13,1,0,3,0,2,1,random_feasible,Uniform random feasible,0.2621848739495798
,500040,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,24.799999999999997,,137,27.4,17,19.0,42,25,24.799999999999997,4,24,112,12,1,0,5,0,1,1,random_feasible,Uniform random feasible,0.17226277372262788
,500041,need_based,Need-based,,0.0,27.700000000000003,,153,30.6,19,20.5,44,25,27.700000000000003,2,26,130,10,4,0,4,2,0,0,random_feasible,Uniform random feasible,0.16470588235294126
,500041,cooperative,Cooperative,,0.0,16.950000000000003,,103,20.6,6,10.0,36,30,16.950000000000003,2,26,147,10,3,0,5,2,0,0,random_feasible,Uniform random feasible,0.2757281553398059
,500041,hoarding,Hoarding,,0.0,20.0,,115,23.0,11,13.0,35,24,20.0,3,25,84,11,3,0,4,2,0,0,random_feasible,Uniform random feasible,0.21217391304347832
,500041,mixed,Mixed,,0.0,15.75,,90,18.0,9,12.0,22,13,15.75,4,24,104,12,4,0,2,2,0,0,random_feasible,Uniform random feasible,0.14666666666666672
,500041,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.549999999999997,,132,26.4,19,19.5,35,16,24.549999999999997,3,25,102,10,4,0,4,2,0,0,random_feasible,Uniform random feasible,0.13636363636363646
,500041,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.75,,110,22.0,5,12.0,36,31,17.75,2,26,102,11,3,0,3,2,1,0,random_feasible,Uniform random feasible,0.2472727272727273
,500042,need_based,Need-based,,0.0,22.5,,130,26.0,12,18.5,32,20,22.5,2,26,200,11,5,1,0,1,2,0,random_feasible,Uniform random feasible,0.1415384615384616
,500042,cooperative,Cooperative,,0.0,20.6,,114,22.8,14,16.5,30,16,20.6,2,26,194,12,2,1,2,2,1,0,random_feasible,Uniform random feasible,0.14385964912280702
,500042,hoarding,Hoarding,,0.0,17.450000000000003,,108,21.6,5,9.5,36,31,17.450000000000003,2,26,75,9,6,0,3,1,1,0,random_feasible,Uniform random feasible,0.28148148148148144
,500042,mixed,Mixed,,0.0,21.299999999999997,,127,25.4,9,15.5,41,32,21.299999999999997,2,26,119,12,3,1,2,2,0,0,random_feasible,Uniform random feasible,0.22677165354330708
,500042,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.6,,114,22.8,14,14.0,41,27,20.6,2,26,102,10,6,1,1,1,1,0,random_feasible,Uniform random feasible,0.24912280701754397
,500042,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.4,,101,20.2,9,11.5,37,28,17.4,2,26,102,11,4,1,2,2,0,0,random_feasible,Uniform random feasible,0.2613861386138614
,500043,need_based,Need-based,,0.0,20.200000000000003,,113,22.6,13,13.5,34,21,20.200000000000003,2,26,131,9,2,1,6,2,0,0,random_feasible,Uniform random feasible,0.2053097345132744
,500043,cooperative,Cooperative,,0.0,17.700000000000003,,108,21.6,6,11.5,45,39,17.700000000000003,4,24,148,12,3,1,3,1,0,0,random_feasible,Uniform random feasible,0.30740740740740735
,500043,hoarding,Hoarding,,0.0,16.049999999999997,,92,18.4,9,10.0,33,24,16.049999999999997,1,27,50,10,4,1,2,3,0,0,random_feasible,Uniform random feasible,0.26956521739130435
,500043,mixed,Mixed,,0.0,12.149999999999999,,71,14.2,6,6.0,22,16,12.149999999999999,1,27,86,9,5,1,4,1,0,0,random_feasible,Uniform random feasible,0.2591549295774649
,500043,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.200000000000003,,113,22.6,5,11.0,36,31,18.200000000000003,3,25,103,9,3,1,5,2,0,0,random_feasible,Uniform random feasible,0.2867256637168143
,500043,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.049999999999997,,112,22.4,9,13.0,42,33,19.049999999999997,2,26,97,11,4,1,3,1,0,0,random_feasible,Uniform random feasible,0.2714285714285716
,500044,need_based,Need-based,,0.0,27.4,,146,29.2,22,24.5,36,14,27.4,2,26,128,11,2,0,6,0,1,0,random_feasible,Uniform random feasible,0.08767123287671241
,500044,cooperative,Cooperative,,0.0,22.25,,130,26.0,11,16.5,34,23,22.25,2,26,153,11,2,0,6,0,1,0,random_feasible,Uniform random feasible,0.17538461538461547
,500044,hoarding,Hoarding,,0.0,27.4,,151,30.2,19,22.0,47,28,27.4,1,27,84,10,1,0,7,1,1,0,random_feasible,Uniform random feasible,0.16158940397350996
,500044,mixed,Mixed,,0.0,21.65,,121,24.2,14,14.0,41,27,21.65,1,27,114,10,1,0,8,0,1,0,random_feasible,Uniform random feasible,0.2214876033057851
,500044,need_based_to_competitive,Need-based → competitive,10.0,0.0,25.4,,141,28.2,17,21.0,33,16,25.4,2,26,107,11,1,0,7,0,1,0,random_feasible,Uniform random feasible,0.11347517730496448
,500044,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.4,,121,24.2,9,17.0,32,23,20.4,3,25,127,10,1,0,8,0,1,0,random_feasible,Uniform random feasible,0.16198347107438016
,500045,need_based,Need-based,,0.0,12.899999999999999,,76,15.2,6,9.0,22,16,12.899999999999999,3,25,110,11,5,0,2,1,1,0,random_feasible,Uniform random feasible,0.2210526315789474
,500045,cooperative,Cooperative,,0.0,15.899999999999999,,101,20.2,3,6.5,41,38,15.899999999999999,3,25,184,11,5,0,2,1,1,0,random_feasible,Uniform random feasible,0.3603960396039605
,500045,hoarding,Hoarding,,0.0,11.649999999999999,,66,13.2,7,9.0,22,15,11.649999999999999,3,25,52,11,4,0,3,1,1,0,random_feasible,Uniform random feasible,0.19999999999999996
,500045,mixed,Mixed,,0.0,12.649999999999999,,81,16.2,2,3.0,36,34,12.649999999999999,3,25,96,11,5,0,2,1,1,0,random_feasible,Uniform random feasible,0.4395061728395062
,500045,need_based_to_competitive,Need-based → competitive,10.0,0.0,10.2,,68,13.6,0,3.0,36,36,10.2,3,25,70,11,5,0,2,1,1,0,random_feasible,Uniform random feasible,0.47058823529411775
,500045,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,12.0,,80,16.0,0,3.0,36,36,12.0,2,26,110,10,6,0,2,1,1,0,random_feasible,Uniform random feasible,0.45500000000000007
,500046,need_based,Need-based,,0.0,25.1,,139,27.8,17,21.0,36,19,25.1,3,24,212,13,0,1,3,1,2,0,random_feasible,Uniform random feasible,0.13237410071942457
,500046,cooperative,Cooperative,,0.0,19.35,,114,22.8,9,13.5,39,30,19.35,1,26,167,11,2,0,5,1,1,0,random_feasible,Uniform random feasible,0.2456140350877194
,500046,hoarding,Hoarding,,0.0,17.1,,99,19.8,9,9.0,39,30,17.1,3,24,51,13,0,1,2,1,3,0,random_feasible,Uniform random feasible,0.31919191919191925
,500046,mixed,Mixed,,0.0,12.5,,75,15.0,5,7.0,33,28,12.5,3,24,131,13,0,1,3,1,2,0,random_feasible,Uniform random feasible,0.3253333333333335
,500046,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.5,,110,22.0,12,16.0,28,16,19.5,2,25,53,11,0,1,5,1,2,0,random_feasible,Uniform random feasible,0.1454545454545455
,500046,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.5,,110,22.0,12,13.0,44,32,19.5,2,25,105,11,1,1,5,1,1,0,random_feasible,Uniform random feasible,0.26181818181818195
,500047,need_based,Need-based,,0.0,21.950000000000003,,123,24.6,14,17.0,34,20,21.950000000000003,2,26,124,11,1,0,7,1,0,0,random_feasible,Uniform random feasible,0.17235772357723578
,500047,cooperative,Cooperative,,0.0,20.299999999999997,,112,22.4,14,15.5,33,19,20.299999999999997,1,27,132,7,2,0,10,1,0,0,random_feasible,Uniform random feasible,0.17142857142857149
,500047,hoarding,Hoarding,,0.0,17.15,,96,19.2,11,11.5,30,19,17.15,2,26,62,10,3,0,7,0,0,0,random_feasible,Uniform random feasible,0.19999999999999996
,500047,mixed,Mixed,,0.0,18.6,,104,20.8,12,13.0,41,29,18.6,2,26,107,9,1,0,9,1,0,0,random_feasible,Uniform random feasible,0.25769230769230766
,500047,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.4,,126,25.2,14,18.5,36,22,22.4,3,25,90,11,1,0,7,1,0,0,random_feasible,Uniform random feasible,0.15555555555555567
,500047,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.4,,106,21.2,14,14.5,28,14,19.4,3,25,118,9,1,0,9,1,0,0,random_feasible,Uniform random feasible,0.14716981132075468
,500048,need_based,Need-based,,0.0,18.15,,106,21.2,9,11.0,40,31,18.15,1,27,270,12,2,1,2,2,1,0,random_feasible,Uniform random feasible,0.29811320754716975
,500048,cooperative,Cooperative,,0.0,19.25,,105,21.0,14,16.5,27,13,19.25,2,26,144,12,1,1,4,1,1,0,random_feasible,Uniform random feasible,0.12190476190476196
,500048,hoarding,Hoarding,,0.0,14.899999999999999,,91,18.2,5,5.5,38,33,14.899999999999999,2,26,73,11,4,0,2,2,1,0,random_feasible,Uniform random feasible,0.38681318681318677
,500048,mixed,Mixed,,0.0,14.75,,85,17.0,8,8.5,36,28,14.75,1,27,112,12,2,1,2,2,1,0,random_feasible,Uniform random feasible,0.31529411764705895
,500048,need_based_to_competitive,Need-based → competitive,10.0,0.0,13.100000000000001,,79,15.8,5,7.0,33,28,13.100000000000001,3,25,98,12,2,1,2,2,1,0,random_feasible,Uniform random feasible,0.3443037974683545
,500048,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,16.549999999999997,,92,18.4,11,12.5,23,12,16.549999999999997,1,27,106,10,3,1,4,1,1,0,random_feasible,Uniform random feasible,0.13913043478260878
,500049,need_based,Need-based,,0.0,22.5,,140,28.0,6,15.5,45,39,22.5,2,26,114,9,2,0,8,0,0,1,random_feasible,Uniform random feasible,0.2542857142857142
,500049,cooperative,Cooperative,,0.0,28.099999999999998,,164,32.8,14,22.0,47,33,28.099999999999998,2,26,220,12,2,0,5,0,0,1,random_feasible,Uniform random feasible,0.17804878048780481
,500049,hoarding,Hoarding,,0.0,20.1,,119,23.8,9,17.0,30,21,20.1,3,25,84,12,2,0,4,0,1,1,random_feasible,Uniform random feasible,0.1512605042016808
,500049,mixed,Mixed,,0.0,15.450000000000001,,93,18.6,6,10.0,28,22,15.450000000000001,1,27,104,10,2,0,6,0,1,1,random_feasible,Uniform random feasible,0.23655913978494625
,500049,need_based_to_competitive,Need-based → competitive,10.0,0.0,26.6,,149,29.8,17,19.5,47,30,26.6,3,25,105,10,2,0,7,0,0,1,random_feasible,Uniform random feasible,0.1906040268456377
,500049,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,25.5,,150,30.0,12,18.5,42,30,25.5,1,27,160,10,2,0,7,0,0,1,random_feasible,Uniform random feasible,0.19466666666666677
,500050,need_based,Need-based,,0.0,32.8,,182,36.4,22,29.0,48,26,32.8,2,26,161,12,5,0,1,1,0,1,random_feasible,Uniform random feasible,0.1186813186813187
,500050,cooperative,Cooperative,,0.0,31.200000000000003,,173,34.6,21,21.5,46,25,31.200000000000003,4,24,195,12,4,0,2,1,1,0,random_feasible,Uniform random feasible,0.1618497109826591
,500050,hoarding,Hoarding,,0.0,24.950000000000003,,138,27.6,17,22.0,35,18,24.950000000000003,2,26,94,12,4,0,1,1,1,1,random_feasible,Uniform random feasible,0.11594202898550732
,500050,mixed,Mixed,,0.0,24.0,,145,29.0,9,19.0,38,29,24.0,2,26,121,12,5,0,1,1,1,0,random_feasible,Uniform random feasible,0.17931034482758634
,500050,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.200000000000003,,133,26.6,17,17.5,38,21,24.200000000000003,2,26,116,12,4,0,1,1,1,1,random_feasible,Uniform random feasible,0.1624060150375941
,500050,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,27.700000000000003,,153,30.6,19,20.0,44,25,27.700000000000003,3,25,119,11,4,0,2,1,2,0,random_feasible,Uniform random feasible,0.1777777777777778
,500051,need_based,Need-based,,0.0,17.1,,104,20.8,6,11.5,37,31,17.1,4,24,112,11,0,0,6,2,0,1,random_feasible,Uniform random feasible,0.2692307692307694
,500051,cooperative,Cooperative,,0.0,21.799999999999997,,122,24.4,14,18.0,36,22,21.799999999999997,4,24,225,12,0,0,7,0,0,1,random_feasible,Uniform random feasible,0.1540983606557378
,500051,hoarding,Hoarding,,0.0,12.75,,75,15.0,6,7.5,36,30,12.75,1,27,61,11,1,0,6,1,0,1,random_feasible,Uniform random feasible,0.3413333333333335
,500051,mixed,Mixed,,0.0,14.149999999999999,,76,15.2,11,11.5,20,9,14.149999999999999,3,25,122,12,1,0,6,0,0,1,random_feasible,Uniform random feasible,0.13157894736842102
,500051,need_based_to_competitive,Need-based → competitive,10.0,0.0,15.600000000000001,,94,18.8,6,12.0,28,22,15.600000000000001,1,27,83,10,0,0,7,2,0,1,random_feasible,Uniform random feasible,0.20425531914893624
,500051,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.549999999999999,,87,17.4,6,7.5,28,22,14.549999999999999,2,26,150,11,2,0,6,0,0,1,random_feasible,Uniform random feasible,0.26206896551724146
,500052,need_based,Need-based,,0.0,28.400000000000002,,161,32.2,17,21.0,46,29,28.400000000000002,3,25,212,12,2,1,3,1,0,1,random_feasible,Uniform random feasible,0.18136645962732922
,500052,cooperative,Cooperative,,0.0,27.35,,154,30.8,17,21.0,51,34,27.35,1,27,184,12,1,1,4,1,0,1,random_feasible,Uniform random feasible,0.19220779220779227
,500052,hoarding,Hoarding,,0.0,21.75,,125,25.0,12,16.5,33,21,21.75,3,25,102,10,3,2,4,0,0,1,random_feasible,Uniform random feasible,0.1632
,500052,mixed,Mixed,,0.0,24.049999999999997,,137,27.4,14,16.5,44,30,24.049999999999997,3,25,140,12,1,1,4,1,0,1,random_feasible,Uniform random feasible,0.23065693430656942
,500052,need_based_to_competitive,Need-based → competitive,10.0,0.0,27.35,,154,30.8,17,20.5,47,30,27.35,2,26,106,10,3,2,3,1,0,1,random_feasible,Uniform random feasible,0.17922077922077917
,500052,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.9,,116,23.2,14,15.5,35,21,20.9,3,25,104,11,1,2,4,1,0,1,random_feasible,Uniform random feasible,0.1827586206896552
,500053,need_based,Need-based,,0.0,21.85,,129,25.8,10,13.5,44,34,21.85,3,24,113,12,5,0,2,0,0,1,random_feasible,Uniform random feasible,0.2697674418604652
,500053,cooperative,Cooperative,,0.0,16.450000000000003,,103,20.6,4,10.5,32,28,16.450000000000003,3,24,128,12,5,0,2,0,0,1,random_feasible,Uniform random feasible,0.24854368932038828
,500053,hoarding,Hoarding,,0.0,14.700000000000001,,88,17.6,6,6.0,41,35,14.700000000000001,3,24,53,11,6,0,2,0,0,1,random_feasible,Uniform random feasible,0.3909090909090909
,500053,mixed,Mixed,,0.0,16.25,,105,21.0,2,2.5,34,32,16.25,2,25,116,12,5,0,2,0,0,1,random_feasible,Uniform random feasible,0.35809523809523824
,500053,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.1,,129,25.8,3,10.0,44,41,20.1,3,24,75,12,5,0,2,0,0,1,random_feasible,Uniform random feasible,0.31007751937984507
