episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full,policy_name,policy_label,gini_score
,500019,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,10.100000000000001,,54,10.8,8,8.5,14,6,10.100000000000001,8,0,123,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.125925925925926
,500020,need_based,Need-based,,0.0,20.549999999999997,,122,24.4,9,17.0,34,25,20.549999999999997,8,0,134,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.17704918032786887
,500020,cooperative,Cooperative,,0.0,16.5,,100,20.0,6,11.5,28,22,16.5,8,0,276,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.21599999999999997
,500020,hoarding,Hoarding,,0.0,16.25,,90,18.0,11,12.5,25,14,16.25,8,0,71,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.1644444444444444
,500020,mixed,Mixed,,0.0,14.25,,80,16.0,9,10.0,25,16,14.25,8,0,139,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.19500000000000006
,500020,need_based_to_competitive,Need-based → competitive,10.0,0.0,17.4,,106,21.2,6,11.5,30,24,17.4,8,0,113,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.23018867924528297
,500020,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.0,,85,17.0,9,9.0,28,19,15.0,8,0,172,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.24
,500021,need_based,Need-based,,0.0,30.400000000000002,,161,32.2,25,26.0,37,12,30.400000000000002,8,0,163,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.08447204968944111
,500021,cooperative,Cooperative,,0.0,28.6,,154,30.8,22,24.0,46,24,28.6,8,0,258,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.1428571428571428
,500021,hoarding,Hoarding,,0.0,18.299999999999997,,112,22.4,6,7.0,54,48,18.299999999999997,8,0,72,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.4035714285714287
,500021,mixed,Mixed,,0.0,21.799999999999997,,127,25.4,11,12.5,52,41,21.799999999999997,8,0,120,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.32440944881889777
,500021,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.799999999999997,,142,28.4,14,19.5,36,22,24.799999999999997,8,0,136,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.15492957746478875
,500021,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.799999999999997,,122,24.4,14,14.0,46,32,21.799999999999997,8,0,169,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.27213114754098355
,500022,need_based,Need-based,,0.0,16.65,,101,20.2,6,7.5,41,35,16.65,8,0,170,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.33267326732673275
,500022,cooperative,Cooperative,,0.0,17.75,,100,20.0,11,11.0,30,19,17.75,8,0,198,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.22399999999999998
,500022,hoarding,Hoarding,,0.0,15.299999999999999,,92,18.4,6,10.0,33,27,15.299999999999999,8,0,66,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.26956521739130435
,500022,mixed,Mixed,,0.0,13.950000000000001,,83,16.6,6,7.5,31,25,13.950000000000001,8,0,99,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.308433734939759
,500022,need_based_to_competitive,Need-based → competitive,10.0,0.0,16.049999999999997,,97,19.4,6,10.5,26,20,16.049999999999997,8,0,101,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.2061855670103092
,500022,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,16.65,,101,20.2,6,10.5,34,28,16.65,8,0,134,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.2693069306930693
,500023,need_based,Need-based,,0.0,26.299999999999997,,152,30.4,14,18.0,57,43,26.299999999999997,8,0,200,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.25263157894736854
,500023,cooperative,Cooperative,,0.0,20.0,,125,25.0,5,8.0,41,36,20.0,8,0,302,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.30720000000000014
,500023,hoarding,Hoarding,,0.0,22.450000000000003,,128,25.6,13,13.5,43,30,22.450000000000003,8,0,91,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.2562500000000001
,500023,mixed,Mixed,,0.0,16.799999999999997,,97,19.4,9,10.0,33,24,16.799999999999997,8,0,119,20,0,0,0,0,0,0,permanent_bilateral_3pass,Permanent bilateral 3-pass,0.27628865979381456
