seed,sweep,sweep_label,restrictive_label,restrictive_count,restrictive_share,condition,condition_label,final_total_score,final_min_score,final_score_gap,final_idle_infrastructure,cumulative_trades_executed
75,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,24,1,11,10,0
76,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,18,1,8,12,0
77,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,27,3,6,8,0
78,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,31,3,9,18,0
79,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,22,1,8,23,0
80,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,51,4,20,14,0
81,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,34,0,11,15,0
82,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,37,1,22,22,0
83,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,37,3,11,13,0
84,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,35,2,13,14,0
85,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,31,0,12,18,0
86,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,16,0,6,23,0
87,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,18,1,5,19,0
88,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,27,3,6,13,0
89,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,31,1,15,8,0
90,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,21,1,5,18,0
91,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,39,3,10,18,0
92,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,24,1,8,13,0
93,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,16,1,5,17,0
94,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,27,3,9,19,0
95,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,24,3,4,29,0
96,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,35,2,11,14,0
97,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,24,1,8,17,0
98,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,19,3,3,30,0
99,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,no_trade,No trade,34,2,10,17,0
0,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,158,14,29,10,36
1,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,85,6,23,10,29
2,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,115,9,30,11,25
3,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,123,9,38,8,31
4,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,149,19,22,13,42
5,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,17,16,8,44
6,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,62,3,17,26,34
7,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,133,14,20,6,37
8,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,177,14,37,15,40
9,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,128,9,30,12,30
10,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,139,6,40,9,40
11,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,142,11,34,19,38
12,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,128,19,19,9,38
13,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,148,14,27,8,36
14,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,165,27,13,17,46
15,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,105,6,33,5,38
16,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,114,14,16,7,39
17,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,133,5,39,14,39
18,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,130,6,43,7,37
19,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,161,22,22,15,38
20,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,151,9,30,6,43
21,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,163,17,34,9,42
22,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,150,20,27,6,42
23,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,134,17,22,7,40
24,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,154,20,19,13,34
25,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,163,22,19,12,47
26,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,149,21,17,11,32
27,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,122,14,24,15,30
28,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,2,38,19,38
29,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,116,14,27,10,38
30,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,154,14,28,11,51
31,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,125,14,31,6,42
32,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,124,14,27,6,39
33,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,115,11,23,13,35
34,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,124,9,24,13,35
35,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,125,17,16,18,42
36,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,130,12,24,16,36
37,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,145,12,37,9,47
38,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,149,19,18,11,47
39,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,109,14,16,9,35
40,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,91,11,18,15,28
41,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,141,12,48,4,32
42,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,127,19,22,8,44
43,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,177,30,16,3,43
44,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,124,17,22,13,32
45,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,104,9,40,13,36
46,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,103,11,25,11,42
47,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,62,9,8,15,25
48,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,114,6,41,15,45
49,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,11,23,8,28
50,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,103,6,33,18,32
51,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,147,9,37,5,22
52,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,79,4,30,18,34
53,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,153,22,18,11,37
54,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,12,30,5,31
55,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,134,6,34,7,38
56,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,113,6,43,11,37
57,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,159,9,35,3,44
58,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,122,19,12,12,33
59,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,162,26,15,13,39
60,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,151,22,30,8,42
61,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,136,13,32,5,40
62,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,116,12,29,20,31
63,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,110,3,33,13,39
64,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,120,14,28,6,33
65,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,114,9,33,9,31
66,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,122,14,20,8,36
67,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,147,17,25,7,34
68,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,87,9,14,12,28
69,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,138,22,11,13,37
70,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,147,25,17,9,36
71,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,144,14,39,12,38
72,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,140,17,38,4,29
73,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,182,9,43,8,45
74,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,145,14,30,5,34
75,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,127,14,24,20,38
76,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,106,14,13,15,40
77,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,141,14,30,12,35
78,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,157,14,30,6,48
79,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,130,22,9,4,38
80,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,17,14,8,36
81,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,177,17,28,7,40
82,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,156,23,21,10,37
83,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,111,12,19,12,38
84,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,165,14,35,3,40
85,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,121,5,29,9,35
86,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,103,8,25,11,30
87,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,118,11,25,15,36
88,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,127,14,27,10,31
89,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,100,9,24,7,32
90,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,162,17,33,6,48
91,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,133,9,30,6,37
92,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,91,13,20,17,34
93,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,128,9,37,13,37
94,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,174,18,34,7,44
95,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,102,2,27,20,30
96,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,138,14,35,15,33
97,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,88,12,10,12,23
98,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,126,14,29,13,39
99,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,bilateral_3pass,Bilateral 3-pass,115,6,32,8,32
0,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,118,9,24,13,48
1,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,119,10,47,5,42
2,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,153,25,11,9,51
3,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,124,17,23,7,44
4,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,154,25,19,8,49
5,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,126,6,38,8,43
6,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,127,14,30,15,38
7,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,57,3,24,21,40
8,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,128,19,14,10,51
9,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,140,26,7,6,48
10,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,148,26,10,7,51
11,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,156,27,9,8,49
12,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,139,22,10,6,49
13,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,140,24,9,4,48
14,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,122,9,39,7,40
15,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,124,19,19,4,50
16,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,115,19,19,15,41
17,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,133,14,30,5,43
18,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,130,14,27,2,42
19,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,142,26,8,3,51
20,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,138,19,28,9,50
21,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,143,22,13,9,47
22,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,127,16,17,5,53
23,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,110,16,17,11,45
24,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,135,21,15,2,47
25,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,150,19,33,3,48
26,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,128,14,30,9,42
27,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,132,17,21,8,48
28,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,117,19,8,13,53
29,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,127,19,16,1,48
30,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,161,25,19,6,51
31,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,140,18,28,7,49
32,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,104,11,20,4,48
33,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,132,17,32,6,40
34,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,135,22,14,5,50
35,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,137,16,26,6,43
36,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,142,17,24,3,50
37,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,158,22,19,10,50
38,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,144,27,4,1,52
39,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,144,27,5,3,46
40,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,112,6,48,12,41
41,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,139,22,11,4,51
42,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,157,19,28,5,48
43,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,151,18,32,3,49
44,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,166,27,11,2,52
45,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,143,18,29,7,46
46,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,149,25,8,5,49
47,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,143,18,21,5,52
48,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,162,27,13,2,51
49,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,160,29,8,7,53
50,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,145,18,39,10,43
51,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,149,25,9,8,44
52,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,161,28,7,5,52
53,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,140,22,11,4,44
54,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,132,22,8,2,41
55,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,123,14,27,8,42
56,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,104,6,46,9,50
57,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,139,19,14,5,55
58,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,101,9,30,7,44
59,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,153,17,38,7,45
60,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,159,26,18,7,49
61,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,104,6,40,19,43
62,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,123,17,21,5,46
63,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,93,5,39,9,39
64,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,143,19,15,5,44
65,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,149,18,31,8,45
66,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,126,10,46,0,42
67,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,155,19,39,6,45
68,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,127,12,37,6,42
69,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,127,22,6,5,40
70,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,78,6,35,12,35
71,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,146,26,7,10,52
72,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,152,25,16,5,52
73,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,167,27,13,5,46
74,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,134,25,6,9,49
75,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,141,24,9,1,47
76,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,116,7,53,9,42
77,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,146,26,10,3,47
78,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,155,26,13,5,48
79,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,132,14,35,7,48
80,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,140,11,42,6,42
81,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,133,19,19,9,41
82,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,150,27,8,2,51
83,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,87,5,36,15,35
84,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,139,20,15,6,43
85,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,134,14,38,9,42
86,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,109,13,25,12,44
87,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,111,9,26,7,42
88,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,105,6,33,7,41
89,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,124,19,15,9,48
90,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,148,26,12,8,47
91,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,142,26,7,6,53
92,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,117,9,35,17,42
93,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,137,18,32,2,43
94,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,94,6,38,5,36
95,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,161,18,40,5,42
96,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,139,17,21,10,44
97,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,112,16,24,13,33
98,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,141,22,15,5,54
99,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,public_pool,Public pool,129,19,19,7,47
0,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),142,17,31,3,34
1,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),112,12,18,9,37
2,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),114,9,21,15,35
3,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),123,9,27,15,36
4,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),98,9,24,12,33
5,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),135,20,15,12,36
6,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),92,8,20,18,29
7,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),140,17,18,5,37
8,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),122,17,13,6,38
9,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),106,14,14,9,35
10,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),127,14,16,6,34
11,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),148,25,14,9,37
12,need_based_to_competitive,Need-based → competitive,Competitive agents,1,0.2,central_cap2,Central capped (2),108,9,27,7,29
