population,condition,seed,min_agent_score,mean_agent_score,score_sd,bottom_two_mean_score,score_gini
competitive,bilateral_trade_3pass,27,6,11.8,4.166533331199932,7.5,0.19661016949152543
competitive,bilateral_trade_3pass,28,9,27.2,11.855800268223145,16.5,0.23529411764705888
competitive,bilateral_trade_3pass,29,6,19.4,11.672189169131899,10.0,0.30927835051546393
competitive,bilateral_trade_3pass,30,2,24.8,12.6237870704476,14.5,0.25161290322580654
competitive,bilateral_trade_3pass,31,6,16.4,9.32952303175248,10.0,0.2731707317073171
competitive,bilateral_trade_3pass,32,6,18.4,10.892199043352083,9.5,0.31304347826086953
competitive,bilateral_trade_3pass,33,14,23.8,8.657944328765346,16.5,0.19495798319327728
competitive,bilateral_trade_3pass,34,6,19.6,10.403845442911962,9.0,0.2979591836734694
competitive,bilateral_trade_3pass,35,6,21.8,16.302147097851865,9.0,0.3853211009174313
competitive,bilateral_trade_3pass,36,12,22.4,5.817215828899595,16.0,0.13214285714285712
competitive,bilateral_trade_3pass,37,6,21.2,10.303397497913007,10.0,0.26792452830188673
competitive,bilateral_trade_3pass,38,6,22.2,11.01635148313633,11.5,0.27387387387387396
competitive,bilateral_trade_3pass,39,9,22.0,11.781341180018513,9.0,0.29454545454545467
competitive,bilateral_trade_3pass,40,9,18.2,5.035871324805669,13.0,0.1450549450549452
competitive,bilateral_trade_3pass,41,6,24.4,12.240914998479484,10.0,0.27213114754098355
competitive,bilateral_trade_3pass,42,11,18.8,7.493997598078078,13.0,0.19999999999999996
competitive,bilateral_trade_3pass,43,22,27.0,4.381780460041329,22.0,0.08888888888888902
competitive,bilateral_trade_3pass,44,6,17.6,11.892854997854805,6.0,0.36363636363636376
competitive,bilateral_trade_3pass,45,9,13.6,6.3118935352238,9.0,0.22941176470588243
competitive,bilateral_trade_3pass,46,11,21.8,12.237646832622685,11.5,0.29357798165137616
competitive,bilateral_trade_3pass,47,3,14.2,13.392535234226564,4.5,0.46197183098591554
competitive,bilateral_trade_3pass,48,4,18.2,16.61806246227279,5.0,0.4527472527472527
competitive,bilateral_trade_3pass,49,6,21.2,12.448293055676348,7.5,0.328301886792453
competitive,bilateral_trade_3pass,50,12,22.0,6.841052550594828,15.5,0.1709090909090909
competitive,bilateral_trade_3pass,51,6,20.8,12.221292893961751,10.0,0.3192307692307692
competitive,bilateral_trade_3pass,52,6,16.4,9.00222194794152,9.0,0.2829268292682927
competitive,bilateral_trade_3pass,53,3,16.8,11.855800268223145,4.5,0.3904761904761904
competitive,bilateral_trade_3pass,54,5,20.2,13.99142594591416,5.5,0.37623762376237635
competitive,bilateral_trade_3pass,55,3,4.2,1.469693845669907,3.0,0.17142857142857149
competitive,bilateral_trade_3pass,56,3,19.8,14.905032707109369,4.5,0.4161616161616162
competitive,bilateral_trade_3pass,57,20,27.2,6.794115100585212,21.0,0.1352941176470588
competitive,bilateral_trade_3pass,58,6,14.8,7.30479294709987,8.5,0.2594594594594595
competitive,bilateral_trade_3pass,59,3,17.8,11.08873302050329,7.0,0.34606741573033717
competitive,bilateral_trade_3pass,60,13,17.6,3.49857113690718,13.5,0.10909090909090913
competitive,bilateral_trade_3pass,61,13,20.2,5.81033561853358,13.5,0.15841584158415856
competitive,bilateral_trade_3pass,62,6,22.2,9.927738916792684,13.0,0.24504504504504498
competitive,bilateral_trade_3pass,63,6,18.6,14.705101155721438,7.5,0.3870967741935485
competitive,bilateral_trade_3pass,64,9,21.6,13.690872872099865,11.5,0.3111111111111111
competitive,bilateral_trade_3pass,65,6,20.4,14.71869559437928,6.0,0.38431372549019605
