q_state_key,action,training_state_visits,training_action_updates
"3,2,2,1,1,2,3",public_pool,24,2
"3,2,2,1,1,2,3",subsidized_catch_up,24,17
"3,2,2,1,1,2,3",central_cap2,24,0
"3,2,2,1,1,2,3",equity_cap2,24,0
"3,2,2,1,1,2,3",central_full,24,0
"1,3,1,3,0,0,0",bilateral_3pass,36,1
"1,3,1,3,0,0,0",clearinghouse,36,1
"1,3,1,3,0,0,0",public_pool,36,2
"1,3,1,3,0,0,0",subsidized_catch_up,36,3
"1,3,1,3,0,0,0",central_cap2,36,1
"1,3,1,3,0,0,0",equity_cap2,36,28
"1,3,1,3,0,0,0",central_full,36,0
"1,3,2,3,0,0,3",bilateral_3pass,1,0
"1,3,2,3,0,0,3",clearinghouse,1,1
"1,3,2,3,0,0,3",public_pool,1,0
"1,3,2,3,0,0,3",subsidized_catch_up,1,0
"1,3,2,3,0,0,3",central_cap2,1,0
"1,3,2,3,0,0,3",equity_cap2,1,0
"1,3,2,3,0,0,3",central_full,1,0
"1,2,1,3,1,1,1",bilateral_3pass,99,2
"1,2,1,3,1,1,1",clearinghouse,99,6
"1,2,1,3,1,1,1",public_pool,99,1
"1,2,1,3,1,1,1",subsidized_catch_up,99,86
"1,2,1,3,1,1,1",central_cap2,99,1
"1,2,1,3,1,1,1",equity_cap2,99,3
"1,2,1,3,1,1,1",central_full,99,0
"1,3,2,3,0,1,3",bilateral_3pass,3,0
"1,3,2,3,0,1,3",clearinghouse,3,0
"1,3,2,3,0,1,3",public_pool,3,0
"1,3,2,3,0,1,3",subsidized_catch_up,3,0
"1,3,2,3,0,1,3",central_cap2,3,0
"1,3,2,3,0,1,3",equity_cap2,3,3
"1,3,2,3,0,1,3",central_full,3,0
"1,2,2,3,0,1,5",bilateral_3pass,8,0
"1,2,2,3,0,1,5",clearinghouse,8,1
"1,2,2,3,0,1,5",public_pool,8,0
"1,2,2,3,0,1,5",subsidized_catch_up,8,6
"1,2,2,3,0,1,5",central_cap2,8,0
"1,2,2,3,0,1,5",equity_cap2,8,1
"1,2,2,3,0,1,5",central_full,8,0
"2,1,0,3,1,1,4",bilateral_3pass,4,4
"2,1,0,3,1,1,4",clearinghouse,4,0
"2,1,0,3,1,1,4",public_pool,4,0
"2,1,0,3,1,1,4",subsidized_catch_up,4,0
"2,1,0,3,1,1,4",central_cap2,4,0
"2,1,0,3,1,1,4",equity_cap2,4,0
"2,1,0,3,1,1,4",central_full,4,0
"3,1,0,3,1,0,0",bilateral_3pass,9,9
"3,1,0,3,1,0,0",clearinghouse,9,0
"3,1,0,3,1,0,0",public_pool,9,0
"3,1,0,3,1,0,0",subsidized_catch_up,9,0
"3,1,0,3,1,0,0",central_cap2,9,0
"3,1,0,3,1,0,0",equity_cap2,9,0
"3,1,0,3,1,0,0",central_full,9,0
"2,1,0,2,1,0,2",bilateral_3pass,2,2
"2,1,0,2,1,0,2",clearinghouse,2,0
"2,1,0,2,1,0,2",public_pool,2,0
"2,1,0,2,1,0,2",subsidized_catch_up,2,0
"2,1,0,2,1,0,2",central_cap2,2,0
"2,1,0,2,1,0,2",equity_cap2,2,0
"2,1,0,2,1,0,2",central_full,2,0
"3,2,2,2,2,1,1",bilateral_3pass,30,0
"3,2,2,2,2,1,1",clearinghouse,30,0
"3,2,2,2,2,1,1",public_pool,30,1
"3,2,2,2,2,1,1",subsidized_catch_up,30,29
"3,2,2,2,2,1,1",central_cap2,30,0
"3,2,2,2,2,1,1",equity_cap2,30,0
"3,2,2,2,2,1,1",central_full,30,0
"1,1,2,2,1,0,5",bilateral_3pass,5,5
"1,1,2,2,1,0,5",clearinghouse,5,0
"1,1,2,2,1,0,5",public_pool,5,0
"1,1,2,2,1,0,5",subsidized_catch_up,5,0
"1,1,2,2,1,0,5",central_cap2,5,0
"1,1,2,2,1,0,5",equity_cap2,5,0
"1,1,2,2,1,0,5",central_full,5,0
"2,1,2,1,2,1,2",bilateral_3pass,4,4
"2,1,2,1,2,1,2",clearinghouse,4,0
"2,1,2,1,2,1,2",public_pool,4,0
"2,1,2,1,2,1,2",subsidized_catch_up,4,0
"2,1,2,1,2,1,2",central_cap2,4,0
"2,1,2,1,2,1,2",equity_cap2,4,0
"2,1,2,1,2,1,2",central_full,4,0
"2,2,2,2,0,1,2",bilateral_3pass,6,0
"2,2,2,2,0,1,2",clearinghouse,6,5
"2,2,2,2,0,1,2",public_pool,6,1
"2,2,2,2,0,1,2",subsidized_catch_up,6,0
"2,2,2,2,0,1,2",central_cap2,6,0
"2,2,2,2,0,1,2",equity_cap2,6,0
"2,2,2,2,0,1,2",central_full,6,0
"2,2,1,2,2,1,1",bilateral_3pass,25,0
"2,2,1,2,2,1,1",clearinghouse,25,0
"2,2,1,2,2,1,1",public_pool,25,0
"2,2,1,2,2,1,1",subsidized_catch_up,25,25
"2,2,1,2,2,1,1",central_cap2,25,0
"2,2,1,2,2,1,1",equity_cap2,25,0
"2,2,1,2,2,1,1",central_full,25,0
"3,1,2,1,2,0,2",bilateral_3pass,1,1
"3,1,2,1,2,0,2",clearinghouse,1,0
"3,1,2,1,2,0,2",public_pool,1,0
"3,1,2,1,2,0,2",subsidized_catch_up,1,0
"3,1,2,1,2,0,2",central_cap2,1,0
"3,1,2,1,2,0,2",equity_cap2,1,0
"3,1,2,1,2,0,2",central_full,1,0
"1,3,2,3,0,0,0",bilateral_3pass,35,0
"1,3,2,3,0,0,0",clearinghouse,35,1
"1,3,2,3,0,0,0",public_pool,35,2
"1,3,2,3,0,0,0",subsidized_catch_up,35,3
"1,3,2,3,0,0,0",central_cap2,35,0
"1,3,2,3,0,0,0",equity_cap2,35,1
"1,3,2,3,0,0,0",central_full,35,28
"3,2,1,1,1,2,2",bilateral_3pass,28,1
"3,2,1,1,1,2,2",clearinghouse,28,0
"3,2,1,1,1,2,2",public_pool,28,1
"3,2,1,1,1,2,2",subsidized_catch_up,28,25
"3,2,1,1,1,2,2",central_cap2,28,1
"3,2,1,1,1,2,2",equity_cap2,28,0
"3,2,1,1,1,2,2",central_full,28,0
"1,1,0,1,1,0,5",bilateral_3pass,1,1
"1,1,0,1,1,0,5",clearinghouse,1,0
"1,1,0,1,1,0,5",public_pool,1,0
"1,1,0,1,1,0,5",subsidized_catch_up,1,0
"1,1,0,1,1,0,5",central_cap2,1,0
"1,1,0,1,1,0,5",equity_cap2,1,0
"1,1,0,1,1,0,5",central_full,1,0
"3,1,0,2,1,0,5",bilateral_3pass,1,1
"3,1,0,2,1,0,5",clearinghouse,1,0
"3,1,0,2,1,0,5",public_pool,1,0
"3,1,0,2,1,0,5",subsidized_catch_up,1,0
"3,1,0,2,1,0,5",central_cap2,1,0
"3,1,0,2,1,0,5",equity_cap2,1,0
"3,1,0,2,1,0,5",central_full,1,0
"3,1,0,0,1,1,1",bilateral_3pass,1,1
"3,1,0,0,1,1,1",clearinghouse,1,0
"3,1,0,0,1,1,1",public_pool,1,0
"3,1,0,0,1,1,1",subsidized_catch_up,1,0
"3,1,0,0,1,1,1",central_cap2,1,0
"3,1,0,0,1,1,1",equity_cap2,1,0
"3,1,0,0,1,1,1",central_full,1,0
"1,1,0,3,0,1,4",bilateral_3pass,4,4
"1,1,0,3,0,1,4",clearinghouse,4,0
"1,1,0,3,0,1,4",public_pool,4,0
"1,1,0,3,0,1,4",subsidized_catch_up,4,0
"1,1,0,3,0,1,4",central_cap2,4,0
"1,1,0,3,0,1,4",equity_cap2,4,0
"1,1,0,3,0,1,4",central_full,4,0
"1,2,2,1,0,2,2",bilateral_3pass,10,0
"1,2,2,1,0,2,2",clearinghouse,10,2
"1,2,2,1,0,2,2",public_pool,10,0
"1,2,2,1,0,2,2",subsidized_catch_up,10,7
"1,2,2,1,0,2,2",central_cap2,10,1
"1,2,2,1,0,2,2",equity_cap2,10,0
"1,2,2,1,0,2,2",central_full,10,0
"2,2,1,3,1,0,3",bilateral_3pass,34,1
"2,2,1,3,1,0,3",clearinghouse,34,28
"2,2,1,3,1,0,3",public_pool,34,0
"2,2,1,3,1,0,3",subsidized_catch_up,34,5
"2,2,1,3,1,0,3",central_cap2,34,0
"2,2,1,3,1,0,3",equity_cap2,34,0
"2,2,1,3,1,0,3",central_full,34,0
"3,2,2,1,0,2,2",bilateral_3pass,2,0
"3,2,2,1,0,2,2",clearinghouse,2,0
"3,2,2,1,0,2,2",public_pool,2,0
"3,2,2,1,0,2,2",subsidized_catch_up,2,2
"3,2,2,1,0,2,2",central_cap2,2,0
"3,2,2,1,0,2,2",equity_cap2,2,0
"3,2,2,1,0,2,2",central_full,2,0
"3,1,2,2,0,2,0",bilateral_3pass,15,15
"3,1,2,2,0,2,0",clearinghouse,15,0
"3,1,2,2,0,2,0",public_pool,15,0
"3,1,2,2,0,2,0",subsidized_catch_up,15,0
"3,1,2,2,0,2,0",central_cap2,15,0
"3,1,2,2,0,2,0",equity_cap2,15,0
"3,1,2,2,0,2,0",central_full,15,0
"3,3,1,1,2,2,0",bilateral_3pass,242,8
"3,3,1,1,2,2,0",clearinghouse,242,210
"3,3,1,1,2,2,0",public_pool,242,9
"3,3,1,1,2,2,0",subsidized_catch_up,242,5
"3,3,1,1,2,2,0",central_cap2,242,6
"3,3,1,1,2,2,0",equity_cap2,242,2
"3,3,1,1,2,2,0",central_full,242,2
"1,1,2,2,0,2,4",bilateral_3pass,13,13
"1,1,2,2,0,2,4",clearinghouse,13,0
"1,1,2,2,0,2,4",public_pool,13,0
"1,1,2,2,0,2,4",subsidized_catch_up,13,0
"1,1,2,2,0,2,4",central_cap2,13,0
"1,1,2,2,0,2,4",equity_cap2,13,0
"1,1,2,2,0,2,4",central_full,13,0
"2,2,2,3,2,2,3",bilateral_3pass,38,35
"2,2,2,3,2,2,3",clearinghouse,38,1
"2,2,2,3,2,2,3",public_pool,38,0
"2,2,2,3,2,2,3",subsidized_catch_up,38,2
"2,2,2,3,2,2,3",central_cap2,38,0
"2,2,2,3,2,2,3",equity_cap2,38,0
"2,2,2,3,2,2,3",central_full,38,0
"3,3,1,3,1,0,0",bilateral_3pass,8,0
"3,3,1,3,1,0,0",clearinghouse,8,0
"3,3,1,3,1,0,0",public_pool,8,0
"3,3,1,3,1,0,0",subsidized_catch_up,8,0
"3,3,1,3,1,0,0",central_cap2,8,0
"3,3,1,3,1,0,0",equity_cap2,8,1
"3,3,1,3,1,0,0",central_full,8,7
"3,2,2,3,2,0,5",bilateral_3pass,2,0
"3,2,2,3,2,0,5",clearinghouse,2,0
"3,2,2,3,2,0,5",public_pool,2,0
"3,2,2,3,2,0,5",subsidized_catch_up,2,0
"3,2,2,3,2,0,5",central_cap2,2,0
"3,2,2,3,2,0,5",equity_cap2,2,2
"3,2,2,3,2,0,5",central_full,2,0
"3,1,2,1,2,0,5",bilateral_3pass,7,7
"3,1,2,1,2,0,5",clearinghouse,7,0
"3,1,2,1,2,0,5",public_pool,7,0
"3,1,2,1,2,0,5",subsidized_catch_up,7,0
"3,1,2,1,2,0,5",central_cap2,7,0
"3,1,2,1,2,0,5",equity_cap2,7,0
"3,1,2,1,2,0,5",central_full,7,0
"2,1,0,3,0,2,0",bilateral_3pass,4,4
"2,1,0,3,0,2,0",clearinghouse,4,0
"2,1,0,3,0,2,0",public_pool,4,0
"2,1,0,3,0,2,0",subsidized_catch_up,4,0
"2,1,0,3,0,2,0",central_cap2,4,0
"2,1,0,3,0,2,0",equity_cap2,4,0
"2,1,0,3,0,2,0",central_full,4,0
"3,2,2,2,1,2,2",bilateral_3pass,14,0
"3,2,2,2,1,2,2",clearinghouse,14,11
"3,2,2,2,1,2,2",public_pool,14,3
"3,2,2,2,1,2,2",subsidized_catch_up,14,0
"3,2,2,2,1,2,2",central_cap2,14,0
"3,2,2,2,1,2,2",equity_cap2,14,0
"3,2,2,2,1,2,2",central_full,14,0
"2,1,1,2,2,0,5",bilateral_3pass,3,3
"2,1,1,2,2,0,5",clearinghouse,3,0
"2,1,1,2,2,0,5",public_pool,3,0
"2,1,1,2,2,0,5",subsidized_catch_up,3,0
"2,1,1,2,2,0,5",central_cap2,3,0
"2,1,1,2,2,0,5",equity_cap2,3,0
"2,1,1,2,2,0,5",central_full,3,0
"1,2,1,1,1,2,2",bilateral_3pass,7,0
"1,2,1,1,1,2,2",clearinghouse,7,7
"1,2,1,1,1,2,2",public_pool,7,0
"1,2,1,1,1,2,2",subsidized_catch_up,7,0
"1,2,1,1,1,2,2",central_cap2,7,0
"1,2,1,1,1,2,2",equity_cap2,7,0
"1,2,1,1,1,2,2",central_full,7,0
"0,1,0,1,0,1,6",bilateral_3pass,3,3
"0,1,0,1,0,1,6",clearinghouse,3,0
"0,1,0,1,0,1,6",public_pool,3,0
"0,1,0,1,0,1,6",subsidized_catch_up,3,0
"0,1,0,1,0,1,6",central_cap2,3,0
"0,1,0,1,0,1,6",equity_cap2,3,0
"0,1,0,1,0,1,6",central_full,3,0
"2,1,2,3,2,1,4",bilateral_3pass,10,10
"2,1,2,3,2,1,4",clearinghouse,10,0
"2,1,2,3,2,1,4",public_pool,10,0
"2,1,2,3,2,1,4",subsidized_catch_up,10,0
"2,1,2,3,2,1,4",central_cap2,10,0
"2,1,2,3,2,1,4",equity_cap2,10,0
"2,1,2,3,2,1,4",central_full,10,0
"0,2,2,1,0,2,0",bilateral_3pass,6,0
"0,2,2,1,0,2,0",clearinghouse,6,1
"0,2,2,1,0,2,0",public_pool,6,0
"0,2,2,1,0,2,0",subsidized_catch_up,6,4
"0,2,2,1,0,2,0",central_cap2,6,0
"0,2,2,1,0,2,0",equity_cap2,6,1
"0,2,2,1,0,2,0",central_full,6,0
"0,1,1,1,0,2,1",bilateral_3pass,2,1
"0,1,1,1,0,2,1",clearinghouse,2,1
"0,1,1,1,0,2,1",public_pool,2,0
"0,1,1,1,0,2,1",subsidized_catch_up,2,0
"0,1,1,1,0,2,1",central_cap2,2,0
"0,1,1,1,0,2,1",equity_cap2,2,0
"0,1,1,1,0,2,1",central_full,2,0
"2,3,1,3,2,2,0",bilateral_3pass,79,70
"2,3,1,3,2,2,0",clearinghouse,79,1
"2,3,1,3,2,2,0",public_pool,79,3
"2,3,1,3,2,2,0",subsidized_catch_up,79,0
"2,3,1,3,2,2,0",central_cap2,79,1
"2,3,1,3,2,2,0",equity_cap2,79,1
"2,3,1,3,2,2,0",central_full,79,3
"2,1,2,1,2,0,2",bilateral_3pass,1,1
"2,1,2,1,2,0,2",clearinghouse,1,0
"2,1,2,1,2,0,2",public_pool,1,0
"2,1,2,1,2,0,2",subsidized_catch_up,1,0
"2,1,2,1,2,0,2",central_cap2,1,0
"2,1,2,1,2,0,2",equity_cap2,1,0
"2,1,2,1,2,0,2",central_full,1,0
"1,1,2,1,1,0,1",bilateral_3pass,10,10
"1,1,2,1,1,0,1",clearinghouse,10,0
"1,1,2,1,1,0,1",public_pool,10,0
"1,1,2,1,1,0,1",subsidized_catch_up,10,0
"1,1,2,1,1,0,1",central_cap2,10,0
"1,1,2,1,1,0,1",equity_cap2,10,0
"1,1,2,1,1,0,1",central_full,10,0
"1,3,0,2,0,0,3",bilateral_3pass,1,0
"1,3,0,2,0,0,3",clearinghouse,1,0
"1,3,0,2,0,0,3",public_pool,1,0
"1,3,0,2,0,0,3",subsidized_catch_up,1,0
"1,3,0,2,0,0,3",central_cap2,1,0
"1,3,0,2,0,0,3",equity_cap2,1,1
"1,3,0,2,0,0,3",central_full,1,0
"2,2,2,1,0,2,2",bilateral_3pass,10,8
"2,2,2,1,0,2,2",clearinghouse,10,2
"2,2,2,1,0,2,2",public_pool,10,0
"2,2,2,1,0,2,2",subsidized_catch_up,10,0
"2,2,2,1,0,2,2",central_cap2,10,0
"2,2,2,1,0,2,2",equity_cap2,10,0
"2,2,2,1,0,2,2",central_full,10,0
"2,1,0,1,1,2,6",bilateral_3pass,3,3
"2,1,0,1,1,2,6",clearinghouse,3,0
"2,1,0,1,1,2,6",public_pool,3,0
"2,1,0,1,1,2,6",subsidized_catch_up,3,0
"2,1,0,1,1,2,6",central_cap2,3,0
"2,1,0,1,1,2,6",equity_cap2,3,0
"2,1,0,1,1,2,6",central_full,3,0
"2,1,0,2,1,1,5",bilateral_3pass,6,6
"2,1,0,2,1,1,5",clearinghouse,6,0
"2,1,0,2,1,1,5",public_pool,6,0
"2,1,0,2,1,1,5",subsidized_catch_up,6,0
"2,1,0,2,1,1,5",central_cap2,6,0
"2,1,0,2,1,1,5",equity_cap2,6,0
"2,1,0,2,1,1,5",central_full,6,0
"3,1,1,3,2,0,2",bilateral_3pass,2,2
"3,1,1,3,2,0,2",clearinghouse,2,0
"3,1,1,3,2,0,2",public_pool,2,0
"3,1,1,3,2,0,2",subsidized_catch_up,2,0
"3,1,1,3,2,0,2",central_cap2,2,0
"3,1,1,3,2,0,2",equity_cap2,2,0
"3,1,1,3,2,0,2",central_full,2,0
"1,2,1,1,1,1,3",bilateral_3pass,27,2
"1,2,1,1,1,1,3",clearinghouse,27,18
"1,2,1,1,1,1,3",public_pool,27,0
"1,2,1,1,1,1,3",subsidized_catch_up,27,4
"1,2,1,1,1,1,3",central_cap2,27,3
"1,2,1,1,1,1,3",equity_cap2,27,0
"1,2,1,1,1,1,3",central_full,27,0
"1,1,2,1,1,0,2",bilateral_3pass,2,2
"1,1,2,1,1,0,2",clearinghouse,2,0
"1,1,2,1,1,0,2",public_pool,2,0
"1,1,2,1,1,0,2",subsidized_catch_up,2,0
"1,1,2,1,1,0,2",central_cap2,2,0
"1,1,2,1,1,0,2",equity_cap2,2,0
"1,1,2,1,1,0,2",central_full,2,0
"2,1,1,2,1,1,4",bilateral_3pass,19,19
"2,1,1,2,1,1,4",clearinghouse,19,0
"2,1,1,2,1,1,4",public_pool,19,0
"2,1,1,2,1,1,4",subsidized_catch_up,19,0
"2,1,1,2,1,1,4",central_cap2,19,0
"2,1,1,2,1,1,4",equity_cap2,19,0
"2,1,1,2,1,1,4",central_full,19,0
"1,2,1,1,1,0,1",bilateral_3pass,4,0
"1,2,1,1,1,0,1",clearinghouse,4,3
"1,2,1,1,1,0,1",public_pool,4,0
"1,2,1,1,1,0,1",subsidized_catch_up,4,0
"1,2,1,1,1,0,1",central_cap2,4,1
"1,2,1,1,1,0,1",equity_cap2,4,0
"1,2,1,1,1,0,1",central_full,4,0
"1,1,2,1,1,1,4",bilateral_3pass,8,8
"1,1,2,1,1,1,4",clearinghouse,8,0
"1,1,2,1,1,1,4",public_pool,8,0
"1,1,2,1,1,1,4",subsidized_catch_up,8,0
"1,1,2,1,1,1,4",central_cap2,8,0
"1,1,2,1,1,1,4",equity_cap2,8,0
"1,1,2,1,1,1,4",central_full,8,0
"2,1,2,2,2,0,4",bilateral_3pass,2,2
"2,1,2,2,2,0,4",clearinghouse,2,0
"2,1,2,2,2,0,4",public_pool,2,0
"2,1,2,2,2,0,4",subsidized_catch_up,2,0
"2,1,2,2,2,0,4",central_cap2,2,0
"2,1,2,2,2,0,4",equity_cap2,2,0
"2,1,2,2,2,0,4",central_full,2,0
"2,1,2,3,2,0,5",bilateral_3pass,5,5
"2,1,2,3,2,0,5",clearinghouse,5,0
"2,1,2,3,2,0,5",public_pool,5,0
"2,1,2,3,2,0,5",subsidized_catch_up,5,0
"2,1,2,3,2,0,5",central_cap2,5,0
"2,1,2,3,2,0,5",equity_cap2,5,0
"2,1,2,3,2,0,5",central_full,5,0
"3,3,2,2,2,2,1",bilateral_3pass,2,0
"3,3,2,2,2,2,1",clearinghouse,2,1
"3,3,2,2,2,2,1",public_pool,2,0
"3,3,2,2,2,2,1",subsidized_catch_up,2,0
"3,3,2,2,2,2,1",central_cap2,2,1
"3,3,2,2,2,2,1",equity_cap2,2,0
"3,3,2,2,2,2,1",central_full,2,0
"0,1,0,3,0,1,6",bilateral_3pass,2,2
"0,1,0,3,0,1,6",clearinghouse,2,0
"0,1,0,3,0,1,6",public_pool,2,0
"0,1,0,3,0,1,6",subsidized_catch_up,2,0
"0,1,0,3,0,1,6",central_cap2,2,0
"0,1,0,3,0,1,6",equity_cap2,2,0
"0,1,0,3,0,1,6",central_full,2,0
"2,1,0,3,1,2,3",bilateral_3pass,15,15
"2,1,0,3,1,2,3",clearinghouse,15,0
"2,1,0,3,1,2,3",public_pool,15,0
"2,1,0,3,1,2,3",subsidized_catch_up,15,0
"2,1,0,3,1,2,3",central_cap2,15,0
"2,1,0,3,1,2,3",equity_cap2,15,0
"2,1,0,3,1,2,3",central_full,15,0
"1,2,2,2,0,0,5",bilateral_3pass,6,4
"1,2,2,2,0,0,5",clearinghouse,6,1
"1,2,2,2,0,0,5",public_pool,6,0
"1,2,2,2,0,0,5",subsidized_catch_up,6,0
"1,2,2,2,0,0,5",central_cap2,6,0
"1,2,2,2,0,0,5",equity_cap2,6,1
"1,2,2,2,0,0,5",central_full,6,0
"0,3,0,0,0,0,3",bilateral_3pass,2,0
"0,3,0,0,0,0,3",clearinghouse,2,0
"0,3,0,0,0,0,3",public_pool,2,0
"0,3,0,0,0,0,3",subsidized_catch_up,2,0
"0,3,0,0,0,0,3",central_cap2,2,2
"0,3,0,0,0,0,3",equity_cap2,2,0
"0,3,0,0,0,0,3",central_full,2,0
"1,1,0,3,0,1,2",bilateral_3pass,3,3
"1,1,0,3,0,1,2",clearinghouse,3,0
"1,1,0,3,0,1,2",public_pool,3,0
"1,1,0,3,0,1,2",subsidized_catch_up,3,0
"1,1,0,3,0,1,2",central_cap2,3,0
"1,1,0,3,0,1,2",equity_cap2,3,0
"1,1,0,3,0,1,2",central_full,3,0
"0,3,1,3,0,1,1",bilateral_3pass,2,0
"0,3,1,3,0,1,1",clearinghouse,2,2
"0,3,1,3,0,1,1",public_pool,2,0
"0,3,1,3,0,1,1",subsidized_catch_up,2,0
"0,3,1,3,0,1,1",central_cap2,2,0
"0,3,1,3,0,1,1",equity_cap2,2,0
"0,3,1,3,0,1,1",central_full,2,0
"1,1,1,2,2,1,0",bilateral_3pass,6,6
"1,1,1,2,2,1,0",clearinghouse,6,0
"1,1,1,2,2,1,0",public_pool,6,0
"1,1,1,2,2,1,0",subsidized_catch_up,6,0
"1,1,1,2,2,1,0",central_cap2,6,0
"1,1,1,2,2,1,0",equity_cap2,6,0
"1,1,1,2,2,1,0",central_full,6,0
"1,2,1,2,0,1,6",bilateral_3pass,1,1
"1,2,1,2,0,1,6",clearinghouse,1,0
"1,2,1,2,0,1,6",public_pool,1,0
"1,2,1,2,0,1,6",subsidized_catch_up,1,0
"1,2,1,2,0,1,6",central_cap2,1,0
"1,2,1,2,0,1,6",equity_cap2,1,0
"1,2,1,2,0,1,6",central_full,1,0
"1,3,1,1,1,0,0",bilateral_3pass,27,26
"1,3,1,1,1,0,0",clearinghouse,27,0
"1,3,1,1,1,0,0",public_pool,27,0
"1,3,1,1,1,0,0",subsidized_catch_up,27,0
"1,3,1,1,1,0,0",central_cap2,27,1
"1,3,1,1,1,0,0",equity_cap2,27,0
"1,3,1,1,1,0,0",central_full,27,0
"2,3,1,2,1,1,0",bilateral_3pass,98,3
"2,3,1,2,1,1,0",clearinghouse,98,1
"2,3,1,2,1,1,0",public_pool,98,83
"2,3,1,2,1,1,0",subsidized_catch_up,98,3
"2,3,1,2,1,1,0",central_cap2,98,3
"2,3,1,2,1,1,0",equity_cap2,98,2
"2,3,1,2,1,1,0",central_full,98,3
"2,3,1,2,2,2,2",bilateral_3pass,2,0
"2,3,1,2,2,2,2",clearinghouse,2,0
"2,3,1,2,2,2,2",public_pool,2,2
"2,3,1,2,2,2,2",subsidized_catch_up,2,0
"2,3,1,2,2,2,2",central_cap2,2,0
"2,3,1,2,2,2,2",equity_cap2,2,0
"2,3,1,2,2,2,2",central_full,2,0
"2,3,1,3,2,1,2",bilateral_3pass,3,0
"2,3,1,3,2,1,2",clearinghouse,3,0
"2,3,1,3,2,1,2",public_pool,3,3
"2,3,1,3,2,1,2",subsidized_catch_up,3,0
"2,3,1,3,2,1,2",central_cap2,3,0
"2,3,1,3,2,1,2",equity_cap2,3,0
"2,3,1,3,2,1,2",central_full,3,0
"2,3,1,3,2,2,2",bilateral_3pass,4,0
"2,3,1,3,2,2,2",clearinghouse,4,0
"2,3,1,3,2,2,2",public_pool,4,0
"2,3,1,3,2,2,2",subsidized_catch_up,4,0
"2,3,1,3,2,2,2",central_cap2,4,1
"2,3,1,3,2,2,2",equity_cap2,4,3
"2,3,1,3,2,2,2",central_full,4,0
"3,2,1,3,2,2,5",bilateral_3pass,16,0
"3,2,1,3,2,2,5",clearinghouse,16,1
"3,2,1,3,2,2,5",public_pool,16,0
"3,2,1,3,2,2,5",subsidized_catch_up,16,13
"3,2,1,3,2,2,5",central_cap2,16,0
"3,2,1,3,2,2,5",equity_cap2,16,2
"3,2,1,3,2,2,5",central_full,16,0
"2,2,1,3,1,2,1",bilateral_3pass,72,2
"2,2,1,3,1,2,1",clearinghouse,72,68
"2,2,1,3,1,2,1",public_pool,72,0
"2,2,1,3,1,2,1",subsidized_catch_up,72,2
"2,2,1,3,1,2,1",central_cap2,72,0
"2,2,1,3,1,2,1",equity_cap2,72,0
"2,2,1,3,1,2,1",central_full,72,0
"1,3,2,2,2,1,0",bilateral_3pass,4,0
"1,3,2,2,2,1,0",clearinghouse,4,0
"1,3,2,2,2,1,0",public_pool,4,0
"1,3,2,2,2,1,0",subsidized_catch_up,4,4
"1,3,2,2,2,1,0",central_cap2,4,0
"1,3,2,2,2,1,0",equity_cap2,4,0
"1,3,2,2,2,1,0",central_full,4,0
"2,2,1,3,2,1,1",bilateral_3pass,43,40
"2,2,1,3,2,1,1",clearinghouse,43,0
"2,2,1,3,2,1,1",public_pool,43,0
"2,2,1,3,2,1,1",subsidized_catch_up,43,3
"2,2,1,3,2,1,1",central_cap2,43,0
"2,2,1,3,2,1,1",equity_cap2,43,0
"2,2,1,3,2,1,1",central_full,43,0
"2,2,2,2,2,2,2",bilateral_3pass,9,0
"2,2,2,2,2,2,2",clearinghouse,9,3
"2,2,2,2,2,2,2",public_pool,9,0
"2,2,2,2,2,2,2",subsidized_catch_up,9,5
"2,2,2,2,2,2,2",central_cap2,9,0
"2,2,2,2,2,2,2",equity_cap2,9,1
"2,2,2,2,2,2,2",central_full,9,0
"0,2,0,0,0,0,5",bilateral_3pass,1,1
"0,2,0,0,0,0,5",clearinghouse,1,0
"0,2,0,0,0,0,5",public_pool,1,0
"0,2,0,0,0,0,5",subsidized_catch_up,1,0
"0,2,0,0,0,0,5",central_cap2,1,0
"0,2,0,0,0,0,5",equity_cap2,1,0
"0,2,0,0,0,0,5",central_full,1,0
"1,2,1,2,0,1,4",bilateral_3pass,2,0
"1,2,1,2,0,1,4",clearinghouse,2,0
"1,2,1,2,0,1,4",public_pool,2,2
"1,2,1,2,0,1,4",subsidized_catch_up,2,0
"1,2,1,2,0,1,4",central_cap2,2,0
"1,2,1,2,0,1,4",equity_cap2,2,0
"1,2,1,2,0,1,4",central_full,2,0
"3,1,2,3,1,0,3",bilateral_3pass,12,11
"3,1,2,3,1,0,3",clearinghouse,12,0
"3,1,2,3,1,0,3",public_pool,12,0
"3,1,2,3,1,0,3",subsidized_catch_up,12,1
"3,1,2,3,1,0,3",central_cap2,12,0
"3,1,2,3,1,0,3",equity_cap2,12,0
"3,1,2,3,1,0,3",central_full,12,0
"1,1,2,3,1,2,5",bilateral_3pass,4,4
"1,1,2,3,1,2,5",clearinghouse,4,0
"1,1,2,3,1,2,5",public_pool,4,0
"1,1,2,3,1,2,5",subsidized_catch_up,4,0
"1,1,2,3,1,2,5",central_cap2,4,0
"1,1,2,3,1,2,5",equity_cap2,4,0
"1,1,2,3,1,2,5",central_full,4,0
"2,1,1,2,1,2,5",bilateral_3pass,11,11
"2,1,1,2,1,2,5",clearinghouse,11,0
"2,1,1,2,1,2,5",public_pool,11,0
