episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
1288,101288,need_based_to_competitive,Need-based → competitive,10.0,0.7824142555341675,22.1,1.5190121848989782,124,24.8,14,17.0,31,17,22.1,2,26,132,10,4,3,3,0,0,0
1289,101289,hoarding,Hoarding,,0.7822560440526019,13.05,1.286121049104154,72,14.4,9,11.0,19,10,13.05,2,26,67,11,2,1,4,1,0,1
1290,101290,hoarding,Hoarding,,0.7820978492064901,20.299999999999997,1.157286579972922,107,21.4,17,17.0,30,13,20.299999999999997,4,24,71,12,2,0,3,3,0,0
1291,101291,hoarding,Hoarding,,0.7819396709958321,12.5,1.4515965117133136,80,16.0,2,4.0,40,38,12.5,4,24,52,10,3,1,5,0,1,0
1292,101292,cooperative,Cooperative,,0.7817815094206273,17.549999999999997,1.7139483677381513,107,21.4,6,12.5,42,36,17.549999999999997,4,23,271,13,3,2,2,0,0,0
1293,101293,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7816233644808763,23.9,1.4640759698430812,131,26.2,17,18.0,45,28,23.9,3,25,126,12,3,0,2,0,2,1
1294,101294,mixed,Mixed,,0.781465236176579,14.100000000000001,1.3922081887978848,79,15.8,9,9.0,35,26,14.100000000000001,3,25,107,13,1,1,2,0,3,0
1295,101295,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7813071245077353,21.15,1.5236235834246081,126,25.2,9,14.5,39,30,21.15,2,26,98,12,2,2,1,2,1,0
1296,101296,cooperative,Cooperative,,0.7811490294743452,18.65,1.662117711703425,106,21.2,11,12.5,28,17,18.65,1,27,123,11,1,1,5,0,1,1
1297,101297,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7809909510764086,18.299999999999997,1.4008216135209,107,21.4,9,9.0,42,33,18.299999999999997,2,26,82,11,5,0,2,0,2,0
1298,101298,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7808328893139257,16.65,1.0298749912164848,96,19.2,9,14.5,25,16,16.65,2,26,147,12,3,1,3,0,0,1
1299,101299,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7806748441868964,20.1,1.7456889428650277,119,23.8,9,13.0,43,34,20.1,3,25,125,11,6,0,3,0,0,0
1300,101300,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7805168156953207,25.4,1.681372272635524,141,28.2,17,17.0,50,33,25.4,4,24,156,11,4,2,1,0,2,0
1301,101301,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7803588038391985,22.4,1.5743450990512344,126,25.2,14,18.0,34,20,22.4,2,26,133,11,4,1,3,0,1,0
1302,101302,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.78020080861853,19.9,1.5357418443820459,116,23.2,10,13.5,45,35,19.9,2,26,119,12,4,0,1,1,2,0
1303,101303,hoarding,Hoarding,,0.7800428300333152,19.799999999999997,1.194278356353953,117,23.4,9,10.0,52,43,19.799999999999997,2,26,95,11,5,0,2,0,0,2
1304,101304,cooperative,Cooperative,,0.7798848680835541,18.450000000000003,1.522663845739864,108,21.6,9,10.0,38,29,18.450000000000003,2,26,182,12,2,2,1,3,0,0
1305,101305,cooperative,Cooperative,,0.7797269227692463,21.700000000000003,1.4535202467052426,113,22.6,19,20.0,25,6,21.700000000000003,2,25,202,11,1,2,6,0,0,0
1306,101306,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7795689940903923,22.1,1.9442944977054524,119,23.8,17,18.0,42,25,22.1,2,26,172,11,1,2,4,2,0,0
1307,101307,cooperative,Cooperative,,0.7794110820469918,21.700000000000003,1.4723961180351062,118,23.6,16,16.5,30,14,21.700000000000003,2,26,150,10,4,0,4,1,0,1
1308,101308,mixed,Mixed,,0.7792531866390451,27.0,1.8046724682124762,155,31.0,15,20.0,45,30,27.0,2,26,122,10,3,1,6,0,0,0
1309,101309,cooperative,Cooperative,,0.7790953078665519,19.049999999999997,1.7227805318224632,107,21.4,12,12.0,36,24,19.049999999999997,2,26,99,10,2,0,4,1,3,0
1310,101310,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7789374457295123,16.200000000000003,1.2910208923452857,98,19.6,6,9.0,36,30,16.200000000000003,5,21,136,13,1,1,3,2,0,0
1311,101311,cooperative,Cooperative,,0.7787796002279262,22.65,1.746804388916664,131,26.2,12,20.0,31,19,22.65,2,26,150,11,4,0,3,1,0,1
1312,101312,need_based_to_competitive,Need-based → competitive,10.0,0.7786217713617939,22.1,1.3399481095548862,124,24.8,14,17.0,34,20,22.1,2,26,109,12,1,0,3,3,0,1
1313,101313,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7784639591311152,14.850000000000001,1.112201864552036,89,17.8,6,7.5,30,24,14.850000000000001,1,27,118,11,4,3,1,0,1,0
1314,101314,mixed,Mixed,,0.7783061635358899,24.950000000000003,1.7578241342547947,138,27.6,17,19.5,35,18,24.950000000000003,1,27,157,12,3,1,1,1,1,1
1315,101315,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7781483845761185,23.0,1.7368381453938215,130,26.0,14,14.0,42,28,23.0,3,25,129,12,3,0,3,0,1,1
1316,101316,mixed,Mixed,,0.7779906222518006,24.799999999999997,1.4875546109242943,142,28.4,14,21.0,39,25,24.799999999999997,2,25,151,12,6,1,0,0,1,0
1317,101317,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7778328765629363,22.549999999999997,1.5160972499114638,122,24.4,17,18.0,41,24,22.549999999999997,3,25,95,10,1,1,6,1,1,0
1318,101318,hoarding,Hoarding,,0.7776751475095254,16.950000000000003,1.1664571593117445,103,20.6,6,8.5,31,25,16.950000000000003,4,24,75,12,1,1,3,1,2,0
1319,101319,need_based,Need-based,,0.7775174350915685,17.549999999999997,1.425296067505092,92,18.4,15,16.0,22,7,17.549999999999997,2,26,205,11,4,1,2,2,0,0
1320,101320,mixed,Mixed,,0.777359739309065,26.0,1.690301332974166,150,30.0,14,20.5,41,27,26.0,3,25,138,11,5,0,3,0,1,0
1321,101321,mixed,Mixed,,0.7772020601620152,20.299999999999997,1.2489680125274232,112,22.4,14,16.5,28,14,20.299999999999997,2,26,116,11,4,0,4,0,1,0
1322,101322,mixed,Mixed,,0.7770443976504189,24.5,1.7727418096144152,140,28.0,14,19.5,49,35,24.5,4,24,156,13,2,2,2,0,1,0
1323,101323,hoarding,Hoarding,,0.7768867517742761,18.299999999999997,1.319053614562209,112,22.4,6,11.5,31,25,18.299999999999997,2,26,77,9,7,1,3,0,0,0
1324,101324,hoarding,Hoarding,,0.7767291225335872,20.25,1.3504032783211328,120,24.0,9,13.5,41,32,20.25,1,27,85,11,2,0,5,0,2,0
1325,101325,cooperative,Cooperative,,0.7765715099283518,25.75,1.6250885413872598,135,27.0,22,23.0,39,17,25.75,1,27,180,11,2,0,6,0,1,0
1326,101326,need_based_to_competitive,Need-based → competitive,10.0,0.7764139139585697,21.85,1.403738008461778,124,24.8,13,15.0,49,36,21.85,4,24,104,11,3,0,6,0,0,0
1327,101327,need_based_to_competitive,Need-based → competitive,10.0,0.7762563346242416,22.25,1.4646436367104088,125,25.0,14,14.0,41,27,22.25,4,24,124,12,4,0,2,0,1,1
1328,101328,mixed,Mixed,,0.776098771925367,23.299999999999997,1.54644827186441,132,26.4,14,17.0,44,30,23.299999999999997,1,27,170,12,3,1,1,1,1,1
1329,101329,cooperative,Cooperative,,0.7759412258619461,18.75,1.6492882962516997,110,22.0,9,12.5,35,26,18.75,2,26,185,12,2,0,3,2,0,1
1330,101330,need_based,Need-based,,0.7757836964339788,21.75,1.7501737594237885,135,27.0,6,12.0,42,36,21.75,3,25,138,11,4,1,3,0,0,1
1331,101331,cooperative,Cooperative,,0.7756261836414649,22.6,1.4542375016083235,119,23.8,19,20.5,30,11,22.6,5,23,197,13,2,2,2,0,1,0
1332,101332,mixed,Mixed,,0.7754686874844048,17.1,1.5246918740506783,99,19.8,9,9.0,32,23,17.1,1,26,108,12,1,1,3,1,2,0
1333,101333,cooperative,Cooperative,,0.7753112079627983,20.9,1.6978807732368892,116,23.2,14,15.5,30,16,20.9,1,27,167,10,2,1,5,0,2,0
1334,101334,cooperative,Cooperative,,0.7751537450766455,22.049999999999997,1.5909397538565542,137,27.4,6,15.5,36,30,22.049999999999997,1,27,169,10,5,0,4,0,0,1
1335,101335,hoarding,Hoarding,,0.774996298825946,25.549999999999997,1.680782578226367,137,27.4,20,21.0,33,13,25.549999999999997,2,26,76,9,2,0,6,1,2,0
1336,101336,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7748388692107003,12.75,1.1778068886708268,75,15.0,6,9.0,26,20,12.75,1,27,78,11,2,1,4,1,0,1
1337,101337,cooperative,Cooperative,,0.7746814562309081,24.1,1.9791336681951257,144,28.8,10,18.5,42,32,24.1,4,24,222,12,3,1,2,1,0,1
1338,101338,need_based,Need-based,,0.7745240598865697,24.65,1.768155566169569,141,28.2,14,15.5,45,31,24.65,3,25,148,10,1,1,6,0,2,0
1339,101339,mixed,Mixed,,0.7743666801776847,24.5,1.5683981412668266,140,28.0,14,17.0,37,23,24.5,2,26,104,12,2,0,4,0,0,2
1340,101340,mixed,Mixed,,0.7742093171042534,18.15,1.2980002319248443,106,21.2,9,13.0,30,21,18.15,2,25,126,12,1,2,3,1,1,0
1341,101341,cooperative,Cooperative,,0.774051970666276,19.1,1.4843303465521378,109,21.8,11,12.5,38,27,19.1,2,26,171,11,0,0,5,2,1,1
1342,101342,need_based,Need-based,,0.7738946408637519,21.950000000000003,1.5200353242813225,128,25.6,11,11.0,47,36,21.950000000000003,5,23,120,12,1,0,5,0,1,1
1343,101343,need_based,Need-based,,0.7737373276966816,19.1,1.194574544880184,109,21.8,11,14.0,37,26,19.1,2,26,110,12,2,0,3,1,1,1
1344,101344,mixed,Mixed,,0.7735800311650646,17.549999999999997,1.1609783474554123,102,20.4,9,12.5,28,19,17.549999999999997,3,25,96,11,4,0,3,1,1,0
1345,101345,need_based,Need-based,,0.7734227512689014,29.0,2.073174622862348,165,33.0,17,22.5,52,35,29.0,1,27,175,11,4,1,3,0,1,0
1346,101346,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7732654880081918,18.0,1.489738827983167,105,21.0,9,10.5,55,46,18.0,3,25,97,12,2,2,3,0,0,1
1347,101347,need_based,Need-based,,0.7731082413829357,27.049999999999997,1.802859273743623,157,31.4,14,20.5,52,38,27.049999999999997,2,26,112,11,4,0,1,3,1,0
1348,101348,cooperative,Cooperative,,0.7729510113931334,21.1,1.5023753678252831,109,21.8,19,19.0,33,14,21.1,4,24,168,11,2,0,5,1,1,0
1349,101349,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7727937980387846,21.6,1.5249804129544349,129,25.8,9,10.0,49,40,21.6,3,25,90,12,3,0,2,1,2,0
1350,101350,mixed,Mixed,,0.7726366013198895,22.35,1.6597929179541069,129,25.8,12,18.5,33,21,22.35,3,25,148,11,2,4,3,0,0,0
1351,101351,mixed,Mixed,,0.772479421236448,17.549999999999997,1.2442255423142812,102,20.4,9,14.0,32,23,17.549999999999997,3,25,134,12,2,2,3,1,0,0
1352,101352,need_based_to_competitive,Need-based → competitive,10.0,0.77232225778846,19.25,1.986415978382548,110,22.0,11,14.0,31,20,19.25,3,24,118,13,3,1,1,0,0,2
1353,101353,mixed,Mixed,,0.7721651109759257,13.350000000000001,1.3729489319255244,79,15.8,6,10.0,22,16,13.350000000000001,1,27,81,8,1,1,9,1,0,0
1354,101354,cooperative,Cooperative,,0.7720079807988449,21.65,1.8269324983263249,121,24.2,14,18.0,36,22,21.65,2,26,208,11,7,1,0,0,0,1
1355,101355,cooperative,Cooperative,,0.771850867257218,22.549999999999997,1.5494592186104783,132,26.4,11,16.5,47,36,22.549999999999997,3,24,187,13,2,1,2,2,0,0
1356,101356,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7716937703510445,20.549999999999997,1.738764293983311,117,23.4,12,13.0,41,29,20.549999999999997,3,24,116,12,3,1,2,0,2,0
1357,101357,mixed,Mixed,,0.7715366900803244,15.700000000000001,1.149297247266309,83,16.6,13,13.5,22,9,15.700000000000001,3,25,105,12,3,1,3,1,0,0
1358,101358,mixed,Mixed,,0.7713796264450582,16.049999999999997,1.2177942530804076,97,19.4,6,6.0,52,46,16.049999999999997,4,24,131,12,2,1,3,0,2,0
1359,101359,need_based,Need-based,,0.7712225794452455,24.5,1.4960527938949917,140,28.0,14,15.5,44,30,24.5,4,24,110,12,4,0,2,0,2,0
1360,101360,need_based_to_competitive,Need-based → competitive,10.0,0.7710655490808864,11.2,1.1607381624410094,68,13.6,4,5.0,27,23,11.2,3,25,69,10,4,1,4,0,0,1
1361,101361,cooperative,Cooperative,,0.770908535351981,21.950000000000003,1.585479610249837,123,24.6,14,14.5,44,30,21.950000000000003,2,26,139,10,3,1,5,0,1,0
1362,101362,cooperative,Cooperative,,0.7707515382585292,24.5,1.9212015283794692,140,28.0,14,18.0,52,38,24.5,1,27,164,11,5,1,1,1,1,0
1363,101363,need_based_to_competitive,Need-based → competitive,10.0,0.770594557800531,18.6,1.4772605328868158,109,21.8,9,10.5,41,32,18.6,4,24,93,11,5,0,1,0,1,2
1364,101364,mixed,Mixed,,0.7704375939779865,19.85,1.5590004196765912,109,21.8,14,14.0,36,22,19.85,2,26,146,11,4,0,3,0,1,1
1365,101365,need_based,Need-based,,0.7702806467908954,29.0,1.6631259557536773,160,32.0,20,24.0,38,18,29.0,1,27,190,11,2,1,4,1,1,0
1366,101366,hoarding,Hoarding,,0.770123716239258,21.0,1.4055461196217238,125,25.0,9,15.5,45,36,21.0,4,24,68,10,2,1,5,1,1,0
1367,101367,need_based,Need-based,,0.7699668023230742,29.650000000000002,1.9139207894557753,161,32.2,22,26.0,38,16,29.650000000000002,2,26,242,11,2,1,5,1,0,0
1368,101368,cooperative,Cooperative,,0.7698099050423439,20.15,1.3961309030410727,111,22.2,14,18.0,27,13,20.15,3,25,150,13,1,1,2,0,2,1
1369,101369,mixed,Mixed,,0.7696530243970674,22.4,2.0709888380375157,131,26.2,11,15.0,38,27,22.4,2,26,101,11,3,0,3,1,2,0
1370,101370,need_based,Need-based,,0.7694961603872446,21.65,1.7567534149915278,121,24.2,14,14.0,44,30,21.65,3,25,197,12,0,2,4,1,1,0
1371,101371,hoarding,Hoarding,,0.7693393130128752,17.25,1.4621346406230287,105,21.0,6,10.0,30,24,17.25,3,25,82,12,3,0,2,2,0,1
1372,101372,need_based,Need-based,,0.7691824822739596,30.25,1.8267191494166326,165,33.0,22,26.0,41,19,30.25,1,27,131,10,8,0,1,0,0,1
1373,101373,hoarding,Hoarding,,0.7690256681704972,19.35,1.5104477598787982,114,22.8,9,14.5,33,24,19.35,1,27,74,11,3,1,3,1,0,1
1374,101374,need_based_to_competitive,Need-based → competitive,10.0,0.7688688707024889,21.65,1.6362940174859992,121,24.2,14,15.5,38,24,21.65,2,26,71,10,5,0,3,0,0,2
1375,101375,mixed,Mixed,,0.768712089869934,20.25,1.6670721240310198,120,24.0,9,14.5,36,27,20.25,1,27,93,11,3,0,3,2,1,0
1376,101376,hoarding,Hoarding,,0.7685553256728328,14.25,1.1923452751767263,85,17.0,6,9.0,33,27,14.25,2,26,54,9,2,1,7,1,0,0
1377,101377,mixed,Mixed,,0.7683985781111852,20.75,1.4547932925912206,115,23.0,14,15.5,36,22,20.75,5,23,91,12,4,0,3,0,0,1
1378,101378,mixed,Mixed,,0.7682418471849909,18.15,1.6997381667228235,106,21.2,9,13.0,35,26,18.15,6,22,97,12,4,0,1,2,1,0
1379,101379,need_based,Need-based,,0.7680851328942505,22.85,1.6988974007887598,129,25.8,14,15.5,49,35,22.85,1,27,96,10,5,0,4,1,0,0
1380,101380,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7679284352389637,14.100000000000001,1.1640435860959473,84,16.8,6,7.5,33,27,14.100000000000001,3,25,121,11,5,1,3,0,0,0
1381,101381,cooperative,Cooperative,,0.7677717542191305,16.799999999999997,1.4468917599724398,97,19.4,9,11.5,36,27,16.799999999999997,1,27,162,10,4,2,4,0,0,0
1382,101382,cooperative,Cooperative,,0.7676150898347508,23.75,1.6489503497939506,135,27.0,14,18.0,39,25,23.75,1,27,174,10,5,1,4,0,0,0
1383,101383,need_based,Need-based,,0.7674584420858249,26.049999999999997,1.9122822789345537,142,28.4,19,22.0,38,19,26.049999999999997,2,26,118,12,3,0,2,3,0,0
1384,101384,need_based_to_competitive,Need-based → competitive,10.0,0.7673018109723525,19.85,1.5013614463927294,114,22.8,11,16.5,34,23,19.85,3,25,82,12,1,1,3,1,1,1
1385,101385,cooperative,Cooperative,,0.7671451964943338,16.799999999999997,1.6567759382701375,97,19.4,9,11.5,33,24,16.799999999999997,3,25,203,12,3,1,3,0,1,0
1386,101386,hoarding,Hoarding,,0.7669885986517685,15.149999999999999,1.3430938499578464,91,18.2,6,8.5,30,24,15.149999999999999,3,25,91,11,3,1,3,1,1,0
1387,101387,need_based_to_competitive,Need-based → competitive,10.0,0.7668320174446569,17.5,1.3756791715092145,110,22.0,4,9.0,33,29,17.5,2,26,136,11,2,1,5,1,0,0
1388,101388,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.766675452872999,21.75,1.4513833453884217,130,26.0,9,14.0,50,41,21.75,1,26,152,11,2,1,5,0,1,0
1389,101389,need_based,Need-based,,0.7665189049367948,28.400000000000002,1.8023843489888272,161,32.2,17,21.0,46,29,28.400000000000002,1,27,257,11,3,1,3,1,1,0
1390,101390,mixed,Mixed,,0.7663623736360441,23.75,1.7024284542643133,135,27.0,14,19.5,39,25,23.75,4,24,130,11,4,1,4,0,0,0
1391,101391,need_based_to_competitive,Need-based → competitive,10.0,0.7662058589707468,19.049999999999997,1.533157922852561,112,22.4,9,11.5,36,27,19.049999999999997,2,26,89,9,7,1,3,0,0,0
1392,101392,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7660493609409033,24.799999999999997,1.719418022521673,137,27.4,17,19.5,38,21,24.799999999999997,3,25,142,12,2,1,3,1,1,0
1393,101393,cooperative,Cooperative,,0.7658928795465135,28.6,2.261120620398949,159,31.8,19,24.0,44,25,28.6,3,25,202,13,2,2,1,2,0,0
1394,101394,need_based_to_competitive,Need-based → competitive,10.0,0.7657364147875771,22.700000000000003,1.603211457190918,128,25.6,14,16.5,41,27,22.700000000000003,5,23,121,12,2,0,4,1,0,1
1395,101395,need_based,Need-based,,0.7655799666640944,26.5,2.043781603336457,140,28.0,22,22.5,39,17,26.5,5,23,160,12,5,1,2,0,0,0
1396,101396,need_based_to_competitive,Need-based → competitive,10.0,0.7654235351760654,22.65,1.3818676760346542,126,25.2,15,17.5,38,23,22.65,2,26,111,12,2,1,4,1,0,0
1397,101397,hoarding,Hoarding,,0.76526712032349,22.549999999999997,1.7036619409295575,132,26.4,11,14.0,39,28,22.549999999999997,3,25,93,11,4,0,3,1,1,0
1398,101398,need_based,Need-based,,0.7651107221063682,18.15,1.8022061601125405,111,22.2,6,8.5,42,36,18.15,2,26,171,12,1,1,3,0,2,1
1399,101399,cooperative,Cooperative,,0.7649543405246999,16.25,1.5019218345691605,90,18.0,11,11.0,28,17,16.25,1,27,141,10,7,0,2,0,1,0
1400,101400,mixed,Mixed,,0.7647979755784853,23.799999999999997,1.9667775300174164,127,25.4,19,20.5,38,19,23.799999999999997,2,26,145,11,5,1,1,1,1,0
1401,101401,hoarding,Hoarding,,0.7646416272677242,15.149999999999999,1.0950850620122332,81,16.2,12,13.0,22,10,15.149999999999999,3,25,60,12,1,1,2,2,1,1
1402,101402,need_based,Need-based,,0.7644852955924167,27.25,1.6303689922213505,145,29.0,22,24.5,36,14,27.25,3,25,145,11,2,1,4,2,0,0
1403,101403,mixed,Mixed,,0.764328980552563,25.4,1.7863890513299001,146,29.2,14,21.0,42,28,25.4,2,26,108,11,3,0,5,0,1,0
1404,101404,mixed,Mixed,,0.7641726821481628,13.350000000000001,1.4352320241970762,84,16.8,3,8.5,25,22,13.350000000000001,2,26,82,11,6,0,1,1,1,0
1405,101405,need_based_to_competitive,Need-based → competitive,10.0,0.7640164003792164,15.899999999999999,1.1772180445297862,91,18.2,9,10.0,35,26,15.899999999999999,4,24,80,13,2,0,2,0,2,1
1406,101406,cooperative,Cooperative,,0.7638601352457234,24.049999999999997,2.062039942805014,137,27.4,14,18.0,45,31,24.049999999999997,4,23,156,12,4,0,3,0,0,1
1407,101407,need_based,Need-based,,0.763703886747684,18.5,1.4257659154755091,100,20.0,14,15.5,28,14,18.5,3,25,125,12,4,0,2,0,2,0
1408,101408,need_based_to_competitive,Need-based → competitive,10.0,0.7635476548850982,23.75,1.5889609828343652,140,28.0,11,16.5,45,34,23.75,3,25,119,13,4,1,0,0,1,1
1409,101409,hoarding,Hoarding,,0.7633914396579662,13.5,1.3651916870784369,80,16.0,6,6.0,31,25,13.5,2,26,71,10,4,1,2,2,1,0
1410,101410,hoarding,Hoarding,,0.7632352410662877,15.799999999999999,1.272736767848929,87,17.4,11,12.5,25,14,15.799999999999999,2,25,59,11,4,2,1,1,1,0
1411,101411,hoarding,Hoarding,,0.7630790591100629,13.649999999999999,1.1281728817279582,81,16.2,6,8.5,33,27,13.649999999999999,4,24,77,12,2,1,3,0,1,1
1412,101412,cooperative,Cooperative,,0.7629228937892915,15.299999999999999,1.6286593161306182,97,19.4,3,7.0,34,31,15.299999999999999,3,25,216,13,0,2,2,0,2,1
1413,101413,hoarding,Hoarding,,0.7627667451039738,12.3,1.1707408103708368,72,14.4,6,6.0,31,25,12.3,4,24,70,12,4,1,0,1,2,0
1414,101414,need_based,Need-based,,0.7626106130541098,29.200000000000003,1.7565707575727572,153,30.6,25,26.0,45,20,29.200000000000003,4,24,204,12,1,2,5,0,0,0
1415,101415,cooperative,Cooperative,,0.7624544976396991,20.4,1.372509411128045,116,23.2,12,13.0,42,30,20.4,4,23,112,13,3,0,2,0,1,1
1416,101416,cooperative,Cooperative,,0.7622983988607424,22.35,1.4777731393301994,129,25.8,12,16.0,42,30,22.35,1,27,164,10,5,2,3,0,0,0
1417,101417,mixed,Mixed,,0.7621423167172392,17.85,1.393224529636191,109,21.8,6,14.0,34,28,17.85,3,24,139,11,3,0,4,2,0,0
1418,101418,need_based_to_competitive,Need-based → competitive,10.0,0.7619862512091895,16.35,1.4697321567709143,99,19.8,6,9.0,39,33,16.35,2,26,136,10,4,3,1,0,2,0
1419,101419,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7618302023365937,22.1,1.6935576093233227,124,24.8,14,16.5,31,17,22.1,3,25,135,12,3,2,1,1,1,0
1420,101420,mixed,Mixed,,0.7616741700994512,23.0,1.4067338646545307,125,25.0,17,19.5,32,15,23.0,4,24,126,12,0,3,4,0,1,0
1421,101421,need_based_to_competitive,Need-based → competitive,10.0,0.7615181544977624,16.200000000000003,1.357151850616707,98,19.6,6,8.5,33,27,16.200000000000003,2,26,76,10,3,0,5,1,0,1
1422,101422,need_based,Need-based,,0.7613621555315271,29.450000000000003,2.1011942524549574,158,31.6,23,25.0,46,23,29.450000000000003,2,26,108,11,2,0,3,1,3,0
1423,101423,need_based_to_competitive,Need-based → competitive,10.0,0.7612061732007455,29.049999999999997,1.6909821316535711,157,31.4,22,25.0,41,19,29.049999999999997,3,25,123,12,1,2,5,0,0,0
1424,101424,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7610502075054175,25.85,1.965951395048826,144,28.8,17,21.0,45,28,25.85,1,27,124,10,4,2,4,0,0,0
1425,101425,need_based,Need-based,,0.7608942584455433,29.599999999999998,1.7902013926627809,164,32.8,20,25.0,45,25,29.599999999999998,2,26,173,11,3,1,4,0,1,0
1426,101426,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7607383260211226,14.850000000000001,1.3213356852894607,79,15.8,12,13.5,18,6,14.850000000000001,2,26,143,10,2,1,6,0,0,1
1427,101427,need_based,Need-based,,0.7605824102321554,20.9,1.6796854672535844,116,23.2,14,17.0,33,19,20.9,3,25,108,12,3,0,3,1,1,0
1428,101428,cooperative,Cooperative,,0.7604265110786418,13.950000000000001,1.2350948428209512,83,16.6,6,10.0,22,16,13.950000000000001,5,23,152,13,4,0,2,0,0,1
1429,101429,mixed,Mixed,,0.7602706285605819,27.950000000000003,1.903583040389358,153,30.6,20,23.5,46,26,27.950000000000003,1,27,159,12,3,1,1,1,1,1
1430,101430,need_based_to_competitive,Need-based → competitive,10.0,0.7601147626779757,19.85,1.385511424332907,114,22.8,11,14.0,31,20,19.85,2,26,95,10,3,0,6,1,0,0
1431,101431,hoarding,Hoarding,,0.759958913430823,14.100000000000001,1.0542499916184442,79,15.8,9,10.0,23,14,14.100000000000001,1,27,34,9,1,4,5,0,1,0
1432,101432,mixed,Mixed,,0.759803080819124,26.200000000000003,1.7601134906419762,143,28.6,19,19.0,41,22,26.200000000000003,3,25,131,11,4,0,4,0,1,0
1433,101433,cooperative,Cooperative,,0.7596472648428784,19.25,1.4804136211800107,110,22.0,11,14.0,33,22,19.25,2,26,130,10,1,0,6,3,0,0
1434,101434,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7594914655020867,13.05,1.2425374146587482,72,14.4,9,10.0,18,9,13.05,4,24,123,12,3,2,2,0,1,0
1435,101435,need_based_to_competitive,Need-based → competitive,10.0,0.7593356827967483,22.9,1.4424431720000386,121,24.2,19,20.5,32,13,22.9,3,25,128,11,1,1,6,1,0,0
1436,101436,need_based,Need-based,,0.7591799167268637,32.849999999999994,2.0714199621782425,169,33.8,30,30.0,39,9,32.849999999999994,3,25,162,11,3,1,4,0,1,0
1437,101437,mixed,Mixed,,0.7590241672924326,25.15,1.714324177006962,131,26.2,22,22.0,34,12,25.15,3,25,128,11,3,0,4,0,2,0
1438,101438,need_based,Need-based,,0.7588684344934553,22.4,1.6458356781891812,126,25.2,14,18.0,35,21,22.4,3,25,133,12,2,0,3,1,1,1
1439,101439,cooperative,Cooperative,,0.7587127183299315,21.35,1.3529226062380826,119,23.8,14,15.5,33,19,21.35,2,26,123,11,3,0,3,1,2,0
1440,101440,need_based,Need-based,,0.7585570188018613,22.65,1.7809259664456956,131,26.2,12,14.5,39,27,22.65,3,25,182,12,5,1,1,0,0,1
1441,101441,need_based,Need-based,,0.7584013359092446,30.849999999999998,2.0402141257213176,169,33.8,22,23.5,56,34,30.849999999999998,1,27,256,12,1,3,2,1,0,1
1442,101442,need_based_to_competitive,Need-based → competitive,10.0,0.7582456696520817,26.6,1.959368363033685,154,30.8,14,18.0,55,41,26.6,5,23,112,10,0,2,5,1,2,0
1443,101443,need_based,Need-based,,0.7580900200303724,21.0,1.4252952604265134,130,26.0,6,15.5,36,30,21.0,3,25,129,11,4,1,4,0,0,0
1444,101444,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7579343870441165,18.9,1.5161516845421954,111,22.2,9,11.5,36,27,18.9,1,27,142,11,3,1,3,2,0,0
1445,101445,need_based,Need-based,,0.7577787706933147,23.450000000000003,2.1721160234964882,133,26.6,14,17.0,47,33,23.450000000000003,3,25,176,11,3,1,2,2,1,0
1446,101446,mixed,Mixed,,0.7576231709779659,19.700000000000003,1.6125877092378205,108,21.6,14,14.0,39,25,19.700000000000003,1,27,158,12,2,2,2,0,2,0
1447,101447,cooperative,Cooperative,,0.7574675878980711,18.450000000000003,1.397853506651683,98,19.6,15,15.5,31,16,18.450000000000003,2,26,173,11,1,3,5,0,0,0
