episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
1448,101448,need_based_to_competitive,Need-based → competitive,10.0,0.7573120214536299,34.349999999999994,1.8979489052037344,179,35.8,30,32.0,41,11,34.349999999999994,4,24,155,12,1,2,5,0,0,0
1449,101449,mixed,Mixed,,0.7571564716446421,16.950000000000003,1.2630970892002649,103,20.6,6,11.5,35,29,16.950000000000003,3,25,108,13,1,1,2,2,0,1
1450,101450,need_based_to_competitive,Need-based → competitive,10.0,0.7570009384711079,27.35,1.9816155811515188,154,30.8,17,18.0,52,35,27.35,2,26,112,12,1,1,1,3,2,0
1451,101451,hoarding,Hoarding,,0.7568454219330275,15.950000000000001,1.4108556563742958,88,17.6,11,12.0,33,22,15.950000000000001,4,24,71,12,2,1,3,1,1,0
1452,101452,cooperative,Cooperative,,0.7566899220304008,27.85,1.5823996456928793,149,29.8,22,24.5,35,13,27.85,5,23,189,12,4,0,3,0,1,0
1453,101453,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7565344387632276,5.35,0.8352401481661286,34,6.8,1,2.0,11,10,5.35,4,24,55,10,3,0,6,0,0,1
1454,101454,need_based_to_competitive,Need-based → competitive,10.0,0.7563789721315077,17.85,1.547488740870871,104,20.8,9,13.0,28,19,17.85,3,25,119,12,4,1,2,1,0,0
1455,101455,hoarding,Hoarding,,0.7562235221352418,19.5,1.361032409465167,110,22.0,12,13.0,33,21,19.5,2,26,62,9,5,3,3,0,0,0
1456,101456,cooperative,Cooperative,,0.7560680887744293,21.299999999999997,1.374613096201513,132,26.4,6,16.5,35,29,21.299999999999997,1,27,207,11,1,2,5,1,0,0
1457,101457,mixed,Mixed,,0.7559126720490704,10.100000000000001,1.2159741024325985,64,12.8,2,5.5,22,20,10.100000000000001,1,27,71,10,2,2,5,1,0,0
1458,101458,cooperative,Cooperative,,0.7557572719591652,28.450000000000003,1.9176198139018044,153,30.6,22,22.0,44,22,28.450000000000003,2,26,226,12,2,2,2,1,0,1
1459,101459,need_based,Need-based,,0.7556018885047138,26.75,1.9880027827706102,150,30.0,17,19.0,41,24,26.75,3,25,216,13,0,2,2,1,1,1
1460,101460,mixed,Mixed,,0.7554465216857158,18.200000000000003,1.383148471719925,103,20.6,11,11.5,49,38,18.200000000000003,1,27,130,11,3,0,3,0,3,0
1461,101461,need_based_to_competitive,Need-based → competitive,10.0,0.7552911715021715,18.950000000000003,1.7104480537502564,108,21.6,11,14.0,38,27,18.950000000000003,3,25,120,11,5,2,0,0,2,0
1462,101462,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7551358379540807,22.200000000000003,1.6423782176996427,133,26.6,9,13.0,47,38,22.200000000000003,4,23,151,12,2,1,4,1,0,0
1463,101463,hoarding,Hoarding,,0.7549805210414435,14.399999999999999,1.2428024220775882,86,17.2,6,8.5,25,19,14.399999999999999,5,22,96,13,1,1,1,2,2,0
1464,101464,cooperative,Cooperative,,0.75482522076426,20.200000000000003,1.4893150615510828,118,23.6,10,12.0,39,29,20.200000000000003,2,26,199,11,2,2,4,0,1,0
1465,101465,mixed,Mixed,,0.7546699371225302,23.35,1.5251764612990817,129,25.8,16,19.0,39,23,23.35,3,25,115,12,1,0,4,1,1,1
1466,101466,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7545146701162538,15.75,1.2711725086580907,100,20.0,3,7.0,36,33,15.75,2,26,138,12,1,1,3,0,3,0
1467,101467,need_based,Need-based,,0.7543594197454311,21.0,1.6685986582873251,120,24.0,12,13.0,38,26,21.0,2,26,149,11,2,1,3,1,1,1
1468,101468,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.754204186010062,15.899999999999999,1.1421005440902883,96,19.2,6,7.5,45,39,15.899999999999999,2,26,124,11,4,0,3,1,1,0
1469,101469,mixed,Mixed,,0.7540489689101466,21.35,1.4252359060776327,124,24.8,11,12.5,38,27,21.35,1,27,90,10,4,0,4,0,2,0
1470,101470,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7538937684456846,19.049999999999997,1.4345565774152769,107,21.4,12,12.0,47,35,19.049999999999997,3,25,137,12,3,2,2,1,0,0
1471,101471,mixed,Mixed,,0.7537385846166763,25.700000000000003,1.7645528751824315,148,29.6,14,18.0,52,38,25.700000000000003,4,24,157,10,1,0,7,1,0,1
1472,101472,cooperative,Cooperative,,0.7535834174231218,21.35,1.7223050559654438,124,24.8,11,15.0,36,25,21.35,1,26,170,11,5,0,2,1,1,0
1473,101473,need_based,Need-based,,0.7534282668650208,25.200000000000003,1.6483124999579704,153,30.6,9,14.0,49,40,25.200000000000003,1,27,305,11,1,2,4,2,0,0
1474,101474,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7532731329423734,17.1,1.658993679712291,104,20.8,6,8.5,41,35,17.1,4,23,128,14,1,2,0,0,3,0
1475,101475,mixed,Mixed,,0.7531180156551794,22.1,1.8221844386835653,124,24.8,14,15.5,33,19,22.1,1,27,113,10,3,0,6,0,0,1
1476,101476,cooperative,Cooperative,,0.7529629150034393,28.299999999999997,2.111428829676604,152,30.4,22,25.0,41,19,28.299999999999997,3,25,227,12,3,2,2,1,0,0
1477,101477,need_based_to_competitive,Need-based → competitive,10.0,0.7528078309871528,20.9,1.6043968853552624,116,23.2,14,15.5,36,22,20.9,3,25,86,10,6,0,3,0,0,1
1478,101478,cooperative,Cooperative,,0.7526527636063196,25.4,2.0740624470343585,141,28.2,17,17.0,44,27,25.4,2,26,148,10,3,1,5,0,0,1
1479,101479,mixed,Mixed,,0.7524977128609402,16.65,1.3379283272133864,96,19.2,9,11.5,28,19,16.65,1,27,114,11,2,1,3,2,1,0
1480,101480,need_based_to_competitive,Need-based → competitive,10.0,0.7523426787510146,15.0,1.1396721930553024,85,17.0,9,10.0,26,17,15.0,2,26,64,11,3,0,4,0,1,1
1481,101481,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7521876612765425,26.4,1.886554258719751,156,31.2,12,18.5,43,31,26.4,1,27,104,11,4,0,3,1,1,0
1482,101482,need_based,Need-based,,0.7520326604375239,27.549999999999997,1.750395467192715,147,29.4,22,22.0,49,27,27.549999999999997,4,24,190,12,3,1,1,1,2,0
1483,101483,hoarding,Hoarding,,0.7518776762339588,18.950000000000003,1.5737342209876046,103,20.6,14,14.0,33,19,18.950000000000003,3,25,72,11,2,1,5,0,0,1
1484,101484,need_based,Need-based,,0.7517227086658477,18.299999999999997,1.8768838579580076,107,21.4,9,15.5,27,18,18.299999999999997,5,23,177,10,7,1,1,0,1,0
1485,101485,hoarding,Hoarding,,0.75156775773319,18.25,1.9409886773412999,100,20.0,13,13.5,36,23,18.25,5,23,61,11,1,2,5,0,1,0
1486,101486,need_based_to_competitive,Need-based → competitive,10.0,0.7514128234359859,14.100000000000001,1.302201603177107,89,17.8,3,8.5,31,28,14.100000000000001,3,25,86,11,4,0,2,3,0,0
1487,101487,need_based_to_competitive,Need-based → competitive,10.0,0.7512579057742355,17.299999999999997,1.6877737548090994,97,19.4,11,11.0,36,25,17.299999999999997,5,23,104,13,1,0,4,0,0,2
1488,101488,hoarding,Hoarding,,0.7511030047479386,12.600000000000001,1.1655253917798705,74,14.8,6,8.5,25,19,12.600000000000001,4,24,75,11,3,1,3,0,2,0
1489,101489,need_based_to_competitive,Need-based → competitive,10.0,0.7509481203570952,18.299999999999997,1.5247635518209082,107,21.4,9,9.0,34,25,18.299999999999997,4,24,92,12,2,1,3,1,0,1
1490,101490,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7507932526017057,15.0,1.2657537376293508,90,18.0,6,6.0,50,44,15.0,2,26,105,11,7,0,0,1,1,0
1491,101491,mixed,Mixed,,0.7506384014817694,22.9,1.493593708060159,121,24.2,19,19.0,30,11,22.9,4,24,78,11,3,0,4,0,1,1
1492,101492,hoarding,Hoarding,,0.7504835669972871,18.299999999999997,1.2937271978011988,107,21.4,9,11.5,34,25,18.299999999999997,1,27,94,11,6,0,1,1,1,0
1493,101493,hoarding,Hoarding,,0.7503287491482583,17.700000000000003,1.608230405893612,108,21.6,6,10.0,39,33,17.700000000000003,3,25,88,11,0,3,1,3,2,0
1494,101494,need_based_to_competitive,Need-based → competitive,10.0,0.7501739479346832,16.950000000000003,1.3015384177088065,98,19.6,9,11.5,27,18,16.950000000000003,2,26,75,11,3,2,2,1,0,1
1495,101495,hoarding,Hoarding,,0.7500191633565616,22.299999999999997,1.7967750387851633,127,25.4,13,16.0,34,21,22.299999999999997,2,26,92,11,3,0,2,2,1,1
1496,101496,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7498643954138935,17.1,1.2989732651149903,94,18.8,12,12.0,30,18,17.1,2,26,118,12,3,1,3,0,1,0
1497,101497,need_based,Need-based,,0.7497096441066792,28.6,2.0130201713407643,154,30.8,22,24.5,39,17,28.6,2,26,189,12,2,2,3,1,0,0
1498,101498,mixed,Mixed,,0.7495549094349184,21.299999999999997,1.5861173439847236,122,24.4,12,14.0,36,24,21.299999999999997,1,27,129,10,3,0,5,1,1,0
1499,101499,cooperative,Cooperative,,0.7494001913986111,26.200000000000003,1.7698307752736369,143,28.6,19,23.0,36,17,26.200000000000003,2,26,180,11,4,1,4,0,0,0
1500,101500,need_based_to_competitive,Need-based → competitive,10.0,0.7492454899977579,23.75,1.4787390039117638,135,27.0,14,19.5,37,23,23.75,2,26,105,9,0,5,5,1,0,0
1501,101501,need_based_to_competitive,Need-based → competitive,10.0,0.7490908052323577,20.5,1.425267320386487,125,25.0,7,9.0,39,32,20.5,2,25,110,12,3,1,3,1,0,0
1502,101502,cooperative,Cooperative,,0.7489361371024116,18.5,1.4362028249872403,100,20.0,14,14.0,27,13,18.5,3,25,146,11,3,0,5,1,0,0
1503,101503,hoarding,Hoarding,,0.7487814856079189,12.2,1.3796884625646348,73,14.6,5,7.0,22,17,12.2,3,25,65,11,2,0,5,1,1,0
1504,101504,cooperative,Cooperative,,0.7486268507488796,14.100000000000001,1.3395596917166768,84,16.8,6,11.5,21,15,14.100000000000001,3,25,125,10,3,0,4,3,0,0
1505,101505,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7484722325252942,23.85,1.980086342076507,149,29.8,6,16.5,44,38,23.85,4,24,155,12,4,2,1,0,0,1
1506,101506,need_based_to_competitive,Need-based → competitive,10.0,0.7483176309371623,22.85,1.466097420846613,124,24.8,17,19.5,33,16,22.85,2,26,117,11,3,0,4,1,0,1
1507,101507,need_based_to_competitive,Need-based → competitive,10.0,0.7481630459844841,24.75,1.8404935546033925,145,29.0,12,13.0,46,34,24.75,2,26,126,12,2,0,2,3,1,0
1508,101508,need_based_to_competitive,Need-based → competitive,10.0,0.7480084776672595,18.5,1.4776558926367904,105,21.0,11,16.5,26,15,18.5,3,25,91,11,2,1,4,0,0,2
1509,101509,cooperative,Cooperative,,0.7478539259854883,31.0,2.096442417606007,165,33.0,25,27.5,41,16,31.0,3,24,154,12,2,1,4,0,0,1
1510,101510,need_based,Need-based,,0.7476993909391709,25.700000000000003,1.720505856827255,143,28.6,17,22.5,36,19,25.700000000000003,2,24,136,13,2,0,3,1,0,1
1511,101511,need_based_to_competitive,Need-based → competitive,10.0,0.7475448725283071,16.35,1.263864360043155,99,19.8,6,7.5,42,36,16.35,2,26,122,12,0,1,3,4,0,0
1512,101512,need_based,Need-based,,0.7473903707528968,27.200000000000003,1.5865067592057398,143,28.6,23,24.0,38,15,27.200000000000003,3,25,126,12,5,0,2,1,0,0
1513,101513,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7472358856129402,21.6,1.9941876979313542,134,26.8,6,9.0,57,51,21.6,2,26,136,10,4,0,4,0,2,0
1514,101514,cooperative,Cooperative,,0.7470814171084373,11.850000000000001,1.2373736489348215,69,13.8,6,6.0,36,30,11.850000000000001,2,26,155,11,1,0,5,2,1,0
1515,101515,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.746926965239388,14.299999999999999,1.4032050468694215,87,17.4,5,8.0,37,32,14.299999999999999,3,25,107,12,2,3,2,0,1,0
1516,101516,need_based_to_competitive,Need-based → competitive,10.0,0.7467725300057922,18.0,1.574608397690686,110,22.0,6,12.5,33,27,18.0,2,26,82,10,2,1,6,1,0,0
1517,101517,mixed,Mixed,,0.7466181114076499,23.450000000000003,1.6122459673484584,128,25.6,17,19.5,41,24,23.450000000000003,1,25,73,11,0,0,6,1,2,0
1518,101518,cooperative,Cooperative,,0.7464637094449614,19.700000000000003,1.2681719285116726,108,21.6,14,15.5,38,24,19.700000000000003,3,25,153,12,4,1,2,0,1,0
1519,101519,mixed,Mixed,,0.7463093241177264,21.049999999999997,1.4607253244316805,112,22.4,17,17.0,38,21,21.049999999999997,5,23,125,11,2,2,4,0,1,0
1520,101520,need_based,Need-based,,0.7461549554259452,23.85,1.7465339973519889,144,28.8,9,19.5,38,29,23.85,2,26,189,12,3,1,3,0,1,0
1521,101521,mixed,Mixed,,0.7460006033696176,25.15,1.6606029903159076,136,27.2,19,19.0,36,17,25.15,2,26,187,12,2,2,2,0,1,1
1522,101522,cooperative,Cooperative,,0.7458462679487433,24.200000000000003,1.6877267432041632,133,26.6,17,17.0,41,24,24.200000000000003,1,27,145,10,4,0,4,0,2,0
1523,101523,hoarding,Hoarding,,0.7456919491633229,21.9,1.5898644472348635,126,25.2,12,13.0,40,28,21.9,3,25,89,9,2,3,6,0,0,0
1524,101524,need_based_to_competitive,Need-based → competitive,10.0,0.745537647013356,17.4,1.2620388346143643,101,20.2,9,9.0,42,33,17.4,2,26,86,11,5,0,1,2,1,0
1525,101525,mixed,Mixed,,0.7453833614988427,16.950000000000003,1.5102191402026066,98,19.6,9,10.0,34,25,16.950000000000003,2,24,147,12,1,1,4,0,2,0
1526,101526,hoarding,Hoarding,,0.745229092619783,15.450000000000001,1.0589402995013557,93,18.6,6,7.5,41,35,15.450000000000001,2,26,57,11,3,2,2,2,0,0
1527,101527,hoarding,Hoarding,,0.745074840376177,13.399999999999999,1.3847154330305464,81,16.2,5,5.5,25,20,13.399999999999999,1,27,78,8,5,2,3,1,1,0
1528,101528,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7449206047680246,26.0,1.670400797415691,140,28.0,20,23.0,34,14,26.0,4,24,156,12,2,1,2,2,1,0
1529,101529,cooperative,Cooperative,,0.7447663857953258,26.6,2.0458797648123785,154,30.8,14,18.0,46,32,26.6,1,26,234,11,2,2,4,0,1,0
1530,101530,mixed,Mixed,,0.7446121834580804,15.149999999999999,1.4803660812297559,91,18.2,6,9.0,30,24,15.149999999999999,1,27,127,12,4,1,1,2,0,0
1531,101531,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7444579977562888,14.100000000000001,1.5826228418303896,84,16.8,6,8.5,31,25,14.100000000000001,3,25,104,12,3,2,1,0,1,1
1532,101532,mixed,Mixed,,0.7443038286899509,24.25,1.4328130603830085,125,25.0,22,22.0,30,8,24.25,2,26,123,12,4,0,1,1,1,1
1533,101533,need_based,Need-based,,0.7441496762590665,28.299999999999997,1.770622476878326,157,31.4,19,24.0,41,22,28.299999999999997,4,24,192,12,3,1,3,0,1,0
1534,101534,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7439955404636357,23.0,1.7365157689510178,130,26.0,14,14.0,39,25,23.0,2,26,138,12,1,1,2,2,1,1
1535,101535,hoarding,Hoarding,,0.7438414213036586,14.700000000000001,1.2033448195500596,88,17.6,6,7.5,25,19,14.700000000000001,1,26,60,8,3,0,7,1,0,1
1536,101536,need_based,Need-based,,0.7436873187791351,29.25,1.9054913051335878,150,30.0,27,27.5,36,9,29.25,4,24,243,12,4,2,1,1,0,0
1537,101537,cooperative,Cooperative,,0.7435332328900651,27.1,1.9594199375288806,149,29.8,19,21.5,41,22,27.1,3,24,130,12,5,0,0,0,3,0
1538,101538,hoarding,Hoarding,,0.7433791636364486,12.899999999999999,1.4703628726964872,76,15.2,6,8.0,33,27,12.899999999999999,3,25,63,10,2,3,3,0,2,0
1539,101539,hoarding,Hoarding,,0.743225111018286,21.6,1.239966727298967,124,24.8,12,17.0,37,25,21.6,3,25,57,11,0,0,7,1,1,0
1540,101540,need_based,Need-based,,0.7430710750355769,26.5,1.7585010116221926,140,28.0,22,22.0,38,16,26.5,3,25,112,12,3,0,3,0,0,2
1541,101541,need_based_to_competitive,Need-based → competitive,10.0,0.7429170556883216,23.15,1.44213099845279,131,26.2,14,18.0,37,23,23.15,2,26,103,12,5,0,1,0,1,1
1542,101542,hoarding,Hoarding,,0.7427630529765196,29.5,1.847244423331001,160,32.0,22,24.5,46,24,29.5,3,25,150,12,2,0,3,2,1,0
1543,101543,cooperative,Cooperative,,0.7426090669001713,16.200000000000003,1.193930929751124,98,19.6,6,7.5,38,32,16.200000000000003,2,26,141,12,1,1,4,1,0,1
1544,101544,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7424550974592765,21.950000000000003,1.5669388140032356,118,23.6,17,17.0,34,17,21.950000000000003,2,26,116,11,4,1,4,0,0,0
1545,101545,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7423011446538357,19.5,1.5017564952158338,110,22.0,12,13.0,37,25,19.5,3,25,83,11,3,0,4,1,1,0
1546,101546,need_based_to_competitive,Need-based → competitive,10.0,0.742147208483848,22.65,1.7754713108623925,126,25.2,15,16.0,36,21,22.65,2,26,74,8,4,0,7,0,0,1
1547,101547,mixed,Mixed,,0.7419932889493142,19.1,1.2596331941858891,104,20.8,14,15.5,28,14,19.1,2,26,113,12,3,0,3,0,2,0
1548,101548,mixed,Mixed,,0.741839386050234,22.049999999999997,1.534019512521452,127,25.4,12,17.0,33,21,22.049999999999997,1,27,136,11,6,1,1,0,1,0
1549,101549,mixed,Mixed,,0.7416854997866075,22.25,1.7434459071868247,125,25.0,14,17.0,39,25,22.25,1,27,145,12,0,2,4,2,0,0
1550,101550,hoarding,Hoarding,,0.7415316301584345,15.0,1.069133502109688,85,17.0,9,10.5,28,19,15.0,3,25,69,12,2,0,4,0,1,1
1551,101551,mixed,Mixed,,0.741377777165715,20.85,1.5722269696707074,129,25.8,6,12.5,49,43,20.85,4,24,158,12,4,1,2,0,0,1
1552,101552,need_based,Need-based,,0.7412239408084493,31.299999999999997,1.9380633730794323,167,33.4,25,27.5,44,19,31.299999999999997,2,26,259,12,2,2,2,1,1,0
1553,101553,cooperative,Cooperative,,0.7410701210866372,19.799999999999997,1.644938494159123,117,23.4,9,14.5,37,28,19.799999999999997,5,23,208,13,3,1,1,0,1,1
1554,101554,cooperative,Cooperative,,0.7409163180002785,15.149999999999999,1.3121553278346787,91,18.2,6,9.5,37,31,15.149999999999999,3,25,144,11,1,2,5,1,0,0
1555,101555,cooperative,Cooperative,,0.7407625315493737,26.6,1.6744665149938847,154,30.8,14,19.5,47,33,26.6,2,26,195,10,4,0,5,0,1,0
1556,101556,need_based_to_competitive,Need-based → competitive,10.0,0.7406087617339222,20.9,1.563856967727196,116,23.2,14,17.0,32,18,20.9,2,26,90,10,2,0,7,0,0,1
1557,101557,need_based_to_competitive,Need-based → competitive,10.0,0.7404550085539247,26.65,1.7024414358574531,146,29.2,19,20.5,44,25,26.65,3,25,122,12,3,0,3,1,0,1
1558,101558,need_based,Need-based,,0.7403012720093806,35.7,2.1603868615558475,188,37.6,30,30.0,50,20,35.7,4,24,190,12,5,1,1,0,0,1
1559,101559,need_based_to_competitive,Need-based → competitive,10.0,0.7401475521002898,27.549999999999997,1.8124162979154026,152,30.4,19,22.5,38,19,27.549999999999997,2,26,146,12,3,1,1,1,2,0
1560,101560,need_based_to_competitive,Need-based → competitive,10.0,0.739993848826653,12.600000000000001,1.386035713359507,79,15.8,3,8.5,25,22,12.600000000000001,3,25,67,12,0,0,4,2,0,2
1561,101561,need_based,Need-based,,0.7398401621884697,31.75,2.122665762890641,175,35.0,22,27.5,42,20,31.75,2,26,167,10,2,0,6,2,0,0
1562,101562,need_based_to_competitive,Need-based → competitive,10.0,0.7396864921857401,22.549999999999997,1.4221432837514385,127,25.4,14,15.5,36,22,22.549999999999997,3,25,137,10,2,1,7,0,0,0
1563,101563,mixed,Mixed,,0.7395328388184641,23.799999999999997,1.6855894510790677,127,25.4,19,20.5,31,12,23.799999999999997,4,24,118,12,4,0,2,1,1,0
1564,101564,need_based_to_competitive,Need-based → competitive,10.0,0.7393792020866414,20.299999999999997,1.676569409064916,117,23.4,11,15.0,36,25,20.299999999999997,2,26,161,12,1,3,1,2,1,0
1565,101565,hoarding,Hoarding,,0.7392255819902728,14.25,1.3819097136374743,85,17.0,6,6.0,44,38,14.25,3,25,79,11,4,2,0,2,0,1
1566,101566,need_based,Need-based,,0.7390719785293575,27.4,1.7365492175572868,141,28.2,25,26.0,30,5,27.4,2,26,295,12,2,3,3,0,0,0
1567,101567,cooperative,Cooperative,,0.7389183917038958,16.950000000000003,1.4865289504637067,103,20.6,6,12.5,27,21,16.950000000000003,1,27,151,9,1,2,5,0,3,0
1568,101568,cooperative,Cooperative,,0.7387648215138878,24.5,2.0508829145283016,140,28.0,14,15.5,39,25,24.5,1,27,171,12,2,2,2,1,0,1
1569,101569,hoarding,Hoarding,,0.7386112679593335,16.200000000000003,1.2586433941958146,93,18.6,9,11.5,29,20,16.200000000000003,2,26,75,12,1,0,4,1,1,1
1570,101570,need_based,Need-based,,0.7384577310402327,28.65,1.7614806231719826,151,30.2,24,24.5,38,14,28.65,4,24,134,11,0,1,6,0,1,1
1571,101571,hoarding,Hoarding,,0.7383042107565856,23.6,1.597270924661948,134,26.8,14,17.0,44,30,23.6,3,25,95,12,2,0,3,2,0,1
1572,101572,need_based_to_competitive,Need-based → competitive,10.0,0.7381507071083918,26.15,1.961024289638385,151,30.2,14,16.5,44,30,26.15,1,27,102,10,0,1,6,3,0,0
1573,101573,need_based_to_competitive,Need-based → competitive,10.0,0.7379972200956519,11.850000000000001,1.4491624643659053,74,14.8,3,4.5,39,36,11.850000000000001,2,25,70,10,5,2,2,0,0,1
1574,101574,need_based,Need-based,,0.7378437497183656,24.35,1.793319800785635,139,27.8,14,22.0,34,20,24.35,1,27,115,11,4,0,3,2,0,0
1575,101575,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7376902959765329,13.95,1.5158158615187043,78,15.6,9,10.5,28,19,13.95,2,26,97,9,6,0,4,1,0,0
1576,101576,hoarding,Hoarding,,0.737536858870154,12.0,1.2539067915941342,75,15.0,3,8.5,30,27,12.0,3,25,70,9,5,1,5,0,0,0
1577,101577,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7373834383992283,22.5,1.7003940461927596,135,27.0,9,14.5,41,32,22.5,2,26,130,11,2,0,4,2,0,1
1578,101578,hoarding,Hoarding,,0.7372300345637564,10.2,1.0548377118222887,63,12.6,3,4.5,20,17,10.2,2,26,65,11,3,1,2,1,2,0
1579,101579,mixed,Mixed,,0.7370766473637381,17.950000000000003,1.234318188680976,103,20.6,10,10.5,30,20,17.950000000000003,2,26,103,11,4,1,3,0,0,1
1580,101580,need_based,Need-based,,0.7369232767991734,18.75,1.5697868359905234,110,22.0,9,12.5,33,24,18.75,3,25,154,12,4,1,2,1,0,0
1581,101581,need_based,Need-based,,0.7367699228700624,25.9,1.7356738199309998,136,27.2,22,22.0,34,12,25.9,2,26,117,11,1,2,5,1,0,0
1582,101582,hoarding,Hoarding,,0.7366165855764049,10.100000000000001,1.1249137168435075,59,11.8,5,5.5,17,12,10.100000000000001,4,24,46,13,2,0,1,2,1,1
1583,101583,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.736463264918201,17.15,1.5222481304107318,91,18.2,14,15.5,22,8,17.15,3,25,111,13,2,1,1,1,2,0
1584,101584,need_based,Need-based,,0.7363099608954509,21.450000000000003,1.4530558416217896,123,24.6,12,17.0,33,21,21.450000000000003,2,26,157,11,2,1,6,0,0,0
1585,101585,need_based_to_competitive,Need-based → competitive,10.0,0.7361566735081541,16.950000000000003,1.4132218664533238,103,20.6,6,10.0,29,23,16.950000000000003,1,26,65,11,0,0,6,1,2,0
1586,101586,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.7360034027563112,13.950000000000001,1.4365144054959864,88,17.6,3,7.5,31,28,13.950000000000001,1,27,117,11,4,2,1,1,1,0
1587,101587,cooperative,Cooperative,,0.7358501486399217,24.65,1.7926179790308236,146,29.2,11,19.5,43,32,24.65,2,26,183,10,4,0,5,0,1,0
1588,101588,cooperative,Cooperative,,0.7356969111589859,18.950000000000003,1.2923581269947106,108,21.6,11,11.0,38,27,18.950000000000003,6,22,201,13,1,0,3,1,0,2
